"cohort_month","month_number","cohort_customers","retained_customers","retention_rate_pct"
"2020-08-01 00:00:00+05:30",28,399,7,1.75
"2020-08-01 00:00:00+05:30",29,399,14,3.51
"2020-08-01 00:00:00+05:30",30,399,4,1.00
"2020-08-01 00:00:00+05:30",31,399,11,2.76
"2020-08-01 00:00:00+05:30",32,399,13,3.26
"2020-08-01 00:00:00+05:30",33,399,7,1.75
"2020-08-01 00:00:00+05:30",34,399,9,2.26
"2020-08-01 00:00:00+05:30",35,399,5,1.25
"2020-08-01 00:00:00+05:30",36,399,9,2.26
"2020-08-01 00:00:00+05:30",37,399,8,2.01
"2020-08-01 00:00:00+05:30",38,399,10,2.51
"2020-08-01 00:00:00+05:30",39,399,8,2.01
"2020-08-01 00:00:00+05:30",40,399,7,1.75
"2020-08-01 00:00:00+05:30",41,399,10,2.51
"2020-08-01 00:00:00+05:30",42,399,4,1.00
"2020-08-01 00:00:00+05:30",43,399,9,2.26
"2020-08-01 00:00:00+05:30",44,399,6,1.50
"2020-08-01 00:00:00+05:30",45,399,7,1.75
"2020-08-01 00:00:00+05:30",46,399,12,3.01
"2020-08-01 00:00:00+05:30",47,399,14,3.51
"2020-08-01 00:00:00+05:30",48,399,20,5.01
"2020-08-01 00:00:00+05:30",49,399,15,3.76
"2020-08-01 00:00:00+05:30",50,399,7,1.75
"2020-08-01 00:00:00+05:30",51,399,10,2.51
"2020-08-01 00:00:00+05:30",52,399,14,3.51
"2020-08-01 00:00:00+05:30",53,399,9,2.26
"2020-08-01 00:00:00+05:30",54,399,14,3.51
"2020-08-01 00:00:00+05:30",55,399,7,1.75
"2020-08-01 00:00:00+05:30",56,399,6,1.50
"2020-08-01 00:00:00+05:30",57,399,8,2.01
"2020-08-01 00:00:00+05:30",58,399,5,1.25
"2020-08-01 00:00:00+05:30",59,399,8,2.01
"2020-08-01 00:00:00+05:30",60,399,7,1.75
"2020-08-01 00:00:00+05:30",61,399,6,1.50
"2020-08-01 00:00:00+05:30",62,399,12,3.01
"2020-09-01 00:00:00+05:30",0,376,376,100.00
"2020-09-01 00:00:00+05:30",1,376,11,2.93
"2020-09-01 00:00:00+05:30",2,376,6,1.60
"2020-09-01 00:00:00+05:30",3,376,8,2.13
"2020-09-01 00:00:00+05:30",4,376,9,2.39
"2020-09-01 00:00:00+05:30",5,376,6,1.60
"2020-09-01 00:00:00+05:30",6,376,11,2.93
"2020-09-01 00:00:00+05:30",7,376,7,1.86
"2020-09-01 00:00:00+05:30",8,376,10,2.66
"2020-09-01 00:00:00+05:30",9,376,12,3.19
"2020-09-01 00:00:00+05:30",10,376,10,2.66
"2020-09-01 00:00:00+05:30",11,376,9,2.39
"2020-09-01 00:00:00+05:30",12,376,9,2.39
"2020-09-01 00:00:00+05:30",13,376,9,2.39
"2020-09-01 00:00:00+05:30",14,376,6,1.60
"2020-09-01 00:00:00+05:30",15,376,10,2.66
"2020-09-01 00:00:00+05:30",16,376,6,1.60
"2020-09-01 00:00:00+05:30",17,376,15,3.99
"2020-09-01 00:00:00+05:30",18,376,11,2.93
"2020-09-01 00:00:00+05:30",19,376,7,1.86
"2020-09-01 00:00:00+05:30",20,376,10,2.66
"2020-09-01 00:00:00+05:30",21,376,8,2.13
"2020-09-01 00:00:00+05:30",22,376,9,2.39
"2020-09-01 00:00:00+05:30",23,376,7,1.86
"2020-09-01 00:00:00+05:30",24,376,9,2.39
"2020-09-01 00:00:00+05:30",25,376,10,2.66
"2020-09-01 00:00:00+05:30",26,376,11,2.93
"2020-09-01 00:00:00+05:30",27,376,10,2.66
"2020-09-01 00:00:00+05:30",28,376,7,1.86
"2020-09-01 00:00:00+05:30",29,376,3,0.80
"2020-09-01 00:00:00+05:30",30,376,7,1.86
"2020-09-01 00:00:00+05:30",31,376,6,1.60
"2020-09-01 00:00:00+05:30",32,376,9,2.39
"2020-09-01 00:00:00+05:30",33,376,5,1.33
"2020-09-01 00:00:00+05:30",34,376,10,2.66
"2020-09-01 00:00:00+05:30",35,376,13,3.46
"2020-09-01 00:00:00+05:30",36,376,4,1.06
"2020-09-01 00:00:00+05:30",37,376,10,2.66
"2020-09-01 00:00:00+05:30",38,376,11,2.93
"2020-09-01 00:00:00+05:30",39,376,6,1.60
"2020-09-01 00:00:00+05:30",40,376,8,2.13
"2020-09-01 00:00:00+05:30",41,376,9,2.39
"2020-09-01 00:00:00+05:30",42,376,10,2.66
"2020-09-01 00:00:00+05:30",43,376,7,1.86
"2020-09-01 00:00:00+05:30",44,376,8,2.13
"2020-09-01 00:00:00+05:30",45,376,5,1.33
"2020-09-01 00:00:00+05:30",46,376,5,1.33
"2020-09-01 00:00:00+05:30",47,376,11,2.93
"2020-09-01 00:00:00+05:30",48,376,13,3.46
"2020-09-01 00:00:00+05:30",49,376,7,1.86
"2020-09-01 00:00:00+05:30",50,376,4,1.06
"2020-09-01 00:00:00+05:30",51,376,12,3.19
"2020-09-01 00:00:00+05:30",52,376,15,3.99
"2020-09-01 00:00:00+05:30",53,376,6,1.60
"2020-09-01 00:00:00+05:30",54,376,11,2.93
"2020-09-01 00:00:00+05:30",55,376,11,2.93
"2020-09-01 00:00:00+05:30",56,376,6,1.60
"2020-09-01 00:00:00+05:30",57,376,12,3.19
"2020-09-01 00:00:00+05:30",58,376,6,1.60
"2020-09-01 00:00:00+05:30",59,376,14,3.72
"2020-09-01 00:00:00+05:30",60,376,5,1.33
"2020-09-01 00:00:00+05:30",61,376,4,1.06
"2020-10-01 00:00:00+05:30",0,409,409,100.00
"2020-10-01 00:00:00+05:30",1,409,4,0.98
"2020-10-01 00:00:00+05:30",2,409,5,1.22
"2020-10-01 00:00:00+05:30",3,409,6,1.47
"2020-10-01 00:00:00+05:30",4,409,12,2.93
"2020-10-01 00:00:00+05:30",5,409,5,1.22
"2020-10-01 00:00:00+05:30",6,409,6,1.47
"2020-10-01 00:00:00+05:30",7,409,5,1.22
"2020-10-01 00:00:00+05:30",8,409,11,2.69
"2020-10-01 00:00:00+05:30",9,409,12,2.93
"2020-10-01 00:00:00+05:30",10,409,12,2.93
"2020-10-01 00:00:00+05:30",11,409,8,1.96
"2020-10-01 00:00:00+05:30",12,409,7,1.71
"2020-10-01 00:00:00+05:30",13,409,10,2.44
"2020-10-01 00:00:00+05:30",14,409,10,2.44
"2020-10-01 00:00:00+05:30",15,409,9,2.20
"2020-10-01 00:00:00+05:30",16,409,10,2.44
"2020-10-01 00:00:00+05:30",17,409,7,1.71
"2020-10-01 00:00:00+05:30",18,409,11,2.69
"2020-10-01 00:00:00+05:30",19,409,12,2.93
"2020-10-01 00:00:00+05:30",20,409,5,1.22
"2020-10-01 00:00:00+05:30",21,409,8,1.96
"2020-10-01 00:00:00+05:30",22,409,15,3.67
"2020-10-01 00:00:00+05:30",23,409,8,1.96
"2020-10-01 00:00:00+05:30",24,409,9,2.20
"2020-10-01 00:00:00+05:30",25,409,6,1.47
"2020-10-01 00:00:00+05:30",26,409,12,2.93
"2020-10-01 00:00:00+05:30",27,409,4,0.98
"2020-10-01 00:00:00+05:30",28,409,7,1.71
"2020-10-01 00:00:00+05:30",29,409,6,1.47
"2020-10-01 00:00:00+05:30",30,409,9,2.20
"2020-10-01 00:00:00+05:30",31,409,12,2.93
"2020-10-01 00:00:00+05:30",32,409,10,2.44
"2020-10-01 00:00:00+05:30",33,409,8,1.96
"2020-10-01 00:00:00+05:30",34,409,12,2.93
"2020-10-01 00:00:00+05:30",35,409,15,3.67
"2020-10-01 00:00:00+05:30",36,409,4,0.98
"2020-10-01 00:00:00+05:30",37,409,8,1.96
"2020-10-01 00:00:00+05:30",38,409,8,1.96
"2020-10-01 00:00:00+05:30",39,409,16,3.91
"2020-10-01 00:00:00+05:30",40,409,7,1.71
"2020-10-01 00:00:00+05:30",41,409,7,1.71
"2020-10-01 00:00:00+05:30",42,409,9,2.20
"2020-10-01 00:00:00+05:30",43,409,8,1.96
"2020-10-01 00:00:00+05:30",44,409,8,1.96
"2020-10-01 00:00:00+05:30",45,409,5,1.22
"2020-10-01 00:00:00+05:30",46,409,10,2.44
"2020-10-01 00:00:00+05:30",47,409,10,2.44
"2020-10-01 00:00:00+05:30",48,409,4,0.98
"2020-10-01 00:00:00+05:30",49,409,12,2.93
"2020-10-01 00:00:00+05:30",50,409,7,1.71
"2020-10-01 00:00:00+05:30",51,409,14,3.42
"2020-10-01 00:00:00+05:30",52,409,12,2.93
"2020-10-01 00:00:00+05:30",53,409,7,1.71
"2020-10-01 00:00:00+05:30",54,409,9,2.20
"2020-10-01 00:00:00+05:30",55,409,9,2.20
"2020-10-01 00:00:00+05:30",56,409,7,1.71
"2020-10-01 00:00:00+05:30",57,409,6,1.47
"2020-10-01 00:00:00+05:30",58,409,9,2.20
"2020-10-01 00:00:00+05:30",59,409,13,3.18
"2020-10-01 00:00:00+05:30",60,409,14,3.42
"2020-11-01 00:00:00+05:30",0,337,337,100.00
"2020-11-01 00:00:00+05:30",1,337,11,3.26
"2020-11-01 00:00:00+05:30",2,337,6,1.78
"2020-11-01 00:00:00+05:30",3,337,8,2.37
"2020-11-01 00:00:00+05:30",4,337,8,2.37
"2020-11-01 00:00:00+05:30",5,337,6,1.78
"2020-11-01 00:00:00+05:30",6,337,7,2.08
"2020-11-01 00:00:00+05:30",7,337,9,2.67
"2020-11-01 00:00:00+05:30",8,337,4,1.19
"2020-11-01 00:00:00+05:30",9,337,7,2.08
"2020-11-01 00:00:00+05:30",10,337,4,1.19
"2020-11-01 00:00:00+05:30",11,337,10,2.97
"2020-11-01 00:00:00+05:30",12,337,10,2.97
"2020-11-01 00:00:00+05:30",13,337,11,3.26
"2020-11-01 00:00:00+05:30",14,337,15,4.45
"2020-11-01 00:00:00+05:30",15,337,8,2.37
"2020-11-01 00:00:00+05:30",16,337,6,1.78
"2020-11-01 00:00:00+05:30",17,337,6,1.78
"2020-11-01 00:00:00+05:30",18,337,6,1.78
"2020-11-01 00:00:00+05:30",19,337,7,2.08
"2020-11-01 00:00:00+05:30",20,337,10,2.97
"2020-11-01 00:00:00+05:30",21,337,12,3.56
"2020-11-01 00:00:00+05:30",22,337,7,2.08
"2020-11-01 00:00:00+05:30",23,337,6,1.78
"2020-11-01 00:00:00+05:30",24,337,5,1.48
"2020-11-01 00:00:00+05:30",25,337,13,3.86
"2020-11-01 00:00:00+05:30",26,337,7,2.08
"2020-11-01 00:00:00+05:30",27,337,6,1.78
"2020-11-01 00:00:00+05:30",28,337,5,1.48
"2020-11-01 00:00:00+05:30",29,337,5,1.48
"2020-11-01 00:00:00+05:30",30,337,10,2.97
"2020-11-01 00:00:00+05:30",31,337,4,1.19
"2020-11-01 00:00:00+05:30",32,337,10,2.97
"2020-11-01 00:00:00+05:30",33,337,8,2.37
"2020-11-01 00:00:00+05:30",34,337,8,2.37
"2020-11-01 00:00:00+05:30",35,337,8,2.37
"2020-11-01 00:00:00+05:30",36,337,5,1.48
"2020-11-01 00:00:00+05:30",37,337,5,1.48
"2020-11-01 00:00:00+05:30",38,337,4,1.19
"2020-11-01 00:00:00+05:30",39,337,8,2.37
"2020-11-01 00:00:00+05:30",40,337,11,3.26
"2020-11-01 00:00:00+05:30",41,337,15,4.45
"2020-11-01 00:00:00+05:30",42,337,5,1.48
"2020-11-01 00:00:00+05:30",43,337,13,3.86
"2020-11-01 00:00:00+05:30",44,337,8,2.37
"2020-11-01 00:00:00+05:30",45,337,6,1.78
"2020-11-01 00:00:00+05:30",46,337,9,2.67
"2020-11-01 00:00:00+05:30",47,337,14,4.15
"2020-11-01 00:00:00+05:30",48,337,5,1.48
"2020-11-01 00:00:00+05:30",49,337,10,2.97
"2020-11-01 00:00:00+05:30",50,337,6,1.78
"2020-11-01 00:00:00+05:30",51,337,8,2.37
"2020-11-01 00:00:00+05:30",52,337,10,2.97
"2020-11-01 00:00:00+05:30",53,337,6,1.78
"2020-11-01 00:00:00+05:30",54,337,18,5.34
"2020-11-01 00:00:00+05:30",55,337,11,3.26
"2020-11-01 00:00:00+05:30",56,337,5,1.48
"2020-11-01 00:00:00+05:30",57,337,12,3.56
"2020-11-01 00:00:00+05:30",58,337,7,2.08
"2020-11-01 00:00:00+05:30",59,337,3,0.89
"2020-12-01 00:00:00+05:30",0,372,372,100.00
"2020-12-01 00:00:00+05:30",1,372,11,2.96
"2020-12-01 00:00:00+05:30",2,372,10,2.69
"2020-12-01 00:00:00+05:30",3,372,15,4.03
"2020-12-01 00:00:00+05:30",4,372,7,1.88
"2020-12-01 00:00:00+05:30",5,372,12,3.23
"2020-12-01 00:00:00+05:30",6,372,10,2.69
"2020-12-01 00:00:00+05:30",7,372,7,1.88
"2020-12-01 00:00:00+05:30",8,372,11,2.96
"2020-12-01 00:00:00+05:30",9,372,11,2.96
"2020-12-01 00:00:00+05:30",10,372,7,1.88
"2020-12-01 00:00:00+05:30",11,372,7,1.88
"2020-12-01 00:00:00+05:30",12,372,11,2.96
"2020-12-01 00:00:00+05:30",13,372,14,3.76
"2020-12-01 00:00:00+05:30",14,372,6,1.61
"2020-12-01 00:00:00+05:30",15,372,8,2.15
"2020-12-01 00:00:00+05:30",16,372,8,2.15
"2020-12-01 00:00:00+05:30",17,372,12,3.23
"2020-12-01 00:00:00+05:30",18,372,6,1.61
"2020-12-01 00:00:00+05:30",19,372,9,2.42
"2020-12-01 00:00:00+05:30",20,372,14,3.76
"2020-12-01 00:00:00+05:30",21,372,7,1.88
"2020-12-01 00:00:00+05:30",22,372,7,1.88
"2020-12-01 00:00:00+05:30",23,372,9,2.42
"2020-12-01 00:00:00+05:30",24,372,14,3.76
"2020-12-01 00:00:00+05:30",25,372,9,2.42
"2020-12-01 00:00:00+05:30",26,372,10,2.69
"2020-12-01 00:00:00+05:30",27,372,14,3.76
"2020-12-01 00:00:00+05:30",28,372,4,1.08
"2020-12-01 00:00:00+05:30",29,372,11,2.96
"2020-12-01 00:00:00+05:30",30,372,10,2.69
"2020-12-01 00:00:00+05:30",31,372,10,2.69
"2020-12-01 00:00:00+05:30",32,372,11,2.96
"2020-12-01 00:00:00+05:30",33,372,6,1.61
"2020-12-01 00:00:00+05:30",34,372,10,2.69
"2020-12-01 00:00:00+05:30",35,372,12,3.23
"2020-12-01 00:00:00+05:30",36,372,9,2.42
"2020-12-01 00:00:00+05:30",37,372,5,1.34
"2020-12-01 00:00:00+05:30",38,372,12,3.23
"2020-12-01 00:00:00+05:30",39,372,15,4.03
"2020-12-01 00:00:00+05:30",40,372,10,2.69
"2020-12-01 00:00:00+05:30",41,372,10,2.69
"2020-12-01 00:00:00+05:30",42,372,4,1.08
"2020-12-01 00:00:00+05:30",43,372,14,3.76
"2020-12-01 00:00:00+05:30",44,372,6,1.61
"2020-12-01 00:00:00+05:30",45,372,6,1.61
"2020-12-01 00:00:00+05:30",46,372,6,1.61
"2020-12-01 00:00:00+05:30",47,372,9,2.42
"2020-12-01 00:00:00+05:30",48,372,9,2.42
"2020-12-01 00:00:00+05:30",49,372,13,3.49
"2020-12-01 00:00:00+05:30",50,372,6,1.61
"2020-12-01 00:00:00+05:30",51,372,9,2.42
"2020-12-01 00:00:00+05:30",52,372,10,2.69
"2020-12-01 00:00:00+05:30",53,372,12,3.23
"2020-12-01 00:00:00+05:30",54,372,7,1.88
"2020-12-01 00:00:00+05:30",55,372,8,2.15
"2020-12-01 00:00:00+05:30",56,372,12,3.23
"2020-12-01 00:00:00+05:30",57,372,13,3.49
"2020-12-01 00:00:00+05:30",58,372,12,3.23
"2021-01-01 00:00:00+05:30",0,365,365,100.00
"2021-01-01 00:00:00+05:30",1,365,6,1.64
"2021-01-01 00:00:00+05:30",2,365,9,2.47
"2021-01-01 00:00:00+05:30",3,365,5,1.37
"2021-01-01 00:00:00+05:30",4,365,7,1.92
"2021-01-01 00:00:00+05:30",5,365,10,2.74
"2021-01-01 00:00:00+05:30",6,365,8,2.19
"2021-01-01 00:00:00+05:30",7,365,13,3.56
"2021-01-01 00:00:00+05:30",8,365,7,1.92
"2021-01-01 00:00:00+05:30",9,365,9,2.47
"2021-01-01 00:00:00+05:30",10,365,5,1.37
"2021-01-01 00:00:00+05:30",11,365,11,3.01
"2021-01-01 00:00:00+05:30",12,365,11,3.01
"2021-01-01 00:00:00+05:30",13,365,7,1.92
"2021-01-01 00:00:00+05:30",14,365,11,3.01
"2021-01-01 00:00:00+05:30",15,365,6,1.64
"2021-01-01 00:00:00+05:30",16,365,9,2.47
"2021-01-01 00:00:00+05:30",17,365,11,3.01
"2021-01-01 00:00:00+05:30",18,365,5,1.37
"2021-01-01 00:00:00+05:30",19,365,7,1.92
"2021-01-01 00:00:00+05:30",20,365,10,2.74
"2021-01-01 00:00:00+05:30",21,365,6,1.64
"2021-01-01 00:00:00+05:30",22,365,7,1.92
"2021-01-01 00:00:00+05:30",23,365,10,2.74
"2021-01-01 00:00:00+05:30",24,365,7,1.92
"2021-01-01 00:00:00+05:30",25,365,4,1.10
"2021-01-01 00:00:00+05:30",26,365,9,2.47
"2021-01-01 00:00:00+05:30",27,365,7,1.92
"2021-01-01 00:00:00+05:30",28,365,13,3.56
"2021-01-01 00:00:00+05:30",29,365,8,2.19
"2021-01-01 00:00:00+05:30",30,365,9,2.47
"2021-01-01 00:00:00+05:30",31,365,6,1.64
"2021-01-01 00:00:00+05:30",32,365,15,4.11
"2021-01-01 00:00:00+05:30",33,365,15,4.11
"2021-01-01 00:00:00+05:30",34,365,9,2.47
"2021-01-01 00:00:00+05:30",35,365,9,2.47
"2021-01-01 00:00:00+05:30",36,365,8,2.19
"2021-01-01 00:00:00+05:30",37,365,4,1.10
"2021-01-01 00:00:00+05:30",38,365,12,3.29
"2021-01-01 00:00:00+05:30",39,365,3,0.82
"2021-01-01 00:00:00+05:30",40,365,11,3.01
"2021-01-01 00:00:00+05:30",41,365,9,2.47
"2021-01-01 00:00:00+05:30",42,365,8,2.19
"2021-01-01 00:00:00+05:30",43,365,6,1.64
"2021-01-01 00:00:00+05:30",44,365,11,3.01
"2021-01-01 00:00:00+05:30",45,365,7,1.92
"2021-01-01 00:00:00+05:30",46,365,10,2.74
"2021-01-01 00:00:00+05:30",47,365,4,1.10
"2021-01-01 00:00:00+05:30",48,365,6,1.64
"2021-01-01 00:00:00+05:30",49,365,6,1.64
"2021-01-01 00:00:00+05:30",50,365,10,2.74
"2021-01-01 00:00:00+05:30",51,365,9,2.47
"2021-01-01 00:00:00+05:30",52,365,6,1.64
"2021-01-01 00:00:00+05:30",53,365,12,3.29
"2021-01-01 00:00:00+05:30",54,365,7,1.92
"2021-01-01 00:00:00+05:30",55,365,7,1.92
"2021-01-01 00:00:00+05:30",56,365,10,2.74
"2021-01-01 00:00:00+05:30",57,365,15,4.11
"2021-02-01 00:00:00+05:30",0,330,330,100.00
"2021-02-01 00:00:00+05:30",1,330,9,2.73
"2021-02-01 00:00:00+05:30",2,330,6,1.82
"2021-02-01 00:00:00+05:30",3,330,5,1.52
"2021-02-01 00:00:00+05:30",4,330,7,2.12
"2021-02-01 00:00:00+05:30",5,330,10,3.03
"2021-02-01 00:00:00+05:30",6,330,6,1.82
"2021-02-01 00:00:00+05:30",7,330,9,2.73
"2021-02-01 00:00:00+05:30",8,330,8,2.42
"2021-02-01 00:00:00+05:30",9,330,9,2.73
"2021-02-01 00:00:00+05:30",10,330,11,3.33
"2021-02-01 00:00:00+05:30",11,330,8,2.42
"2021-02-01 00:00:00+05:30",12,330,4,1.21
"2021-02-01 00:00:00+05:30",13,330,6,1.82
"2021-02-01 00:00:00+05:30",14,330,6,1.82
"2021-02-01 00:00:00+05:30",15,330,7,2.12
"2021-02-01 00:00:00+05:30",16,330,8,2.42
"2021-02-01 00:00:00+05:30",17,330,9,2.73
"2021-02-01 00:00:00+05:30",18,330,5,1.52
"2021-02-01 00:00:00+05:30",19,330,7,2.12
"2021-02-01 00:00:00+05:30",20,330,10,3.03
"2021-02-01 00:00:00+05:30",21,330,8,2.42
"2021-02-01 00:00:00+05:30",22,330,11,3.33
"2021-02-01 00:00:00+05:30",23,330,6,1.82
"2021-02-01 00:00:00+05:30",24,330,6,1.82
"2021-02-01 00:00:00+05:30",25,330,4,1.21
"2021-02-01 00:00:00+05:30",26,330,6,1.82
"2021-02-01 00:00:00+05:30",27,330,4,1.21
"2021-02-01 00:00:00+05:30",28,330,6,1.82
"2021-02-01 00:00:00+05:30",29,330,7,2.12
"2021-02-01 00:00:00+05:30",30,330,4,1.21
"2021-02-01 00:00:00+05:30",31,330,3,0.91
"2021-02-01 00:00:00+05:30",32,330,4,1.21
"2021-02-01 00:00:00+05:30",33,330,8,2.42
"2021-02-01 00:00:00+05:30",34,330,8,2.42
"2021-02-01 00:00:00+05:30",35,330,12,3.64
"2021-02-01 00:00:00+05:30",36,330,9,2.73
"2021-02-01 00:00:00+05:30",37,330,8,2.42
"2021-02-01 00:00:00+05:30",38,330,6,1.82
"2021-02-01 00:00:00+05:30",39,330,4,1.21
"2021-02-01 00:00:00+05:30",40,330,5,1.52
"2021-02-01 00:00:00+05:30",41,330,11,3.33
"2021-02-01 00:00:00+05:30",42,330,11,3.33
"2021-02-01 00:00:00+05:30",43,330,8,2.42
"2021-02-01 00:00:00+05:30",44,330,5,1.52
"2021-02-01 00:00:00+05:30",45,330,11,3.33
"2021-02-01 00:00:00+05:30",46,330,14,4.24
"2021-02-01 00:00:00+05:30",47,330,7,2.12
"2021-02-01 00:00:00+05:30",48,330,8,2.42
"2021-02-01 00:00:00+05:30",49,330,11,3.33
"2021-02-01 00:00:00+05:30",50,330,6,1.82
"2021-02-01 00:00:00+05:30",51,330,3,0.91
"2021-02-01 00:00:00+05:30",52,330,7,2.12
"2021-02-01 00:00:00+05:30",53,330,11,3.33
"2021-02-01 00:00:00+05:30",54,330,4,1.21
"2021-02-01 00:00:00+05:30",55,330,9,2.73
"2021-02-01 00:00:00+05:30",56,330,6,1.82
"2021-03-01 00:00:00+05:30",0,357,357,100.00
"2021-03-01 00:00:00+05:30",1,357,8,2.24
"2021-03-01 00:00:00+05:30",2,357,10,2.80
"2021-03-01 00:00:00+05:30",3,357,16,4.48
"2021-03-01 00:00:00+05:30",4,357,11,3.08
"2021-03-01 00:00:00+05:30",5,357,11,3.08
"2021-03-01 00:00:00+05:30",6,357,9,2.52
"2021-03-01 00:00:00+05:30",7,357,13,3.64
"2021-03-01 00:00:00+05:30",8,357,7,1.96
"2021-03-01 00:00:00+05:30",9,357,15,4.20
"2021-03-01 00:00:00+05:30",10,357,9,2.52
"2021-03-01 00:00:00+05:30",11,357,3,0.84
"2021-03-01 00:00:00+05:30",12,357,10,2.80
"2021-03-01 00:00:00+05:30",13,357,8,2.24
"2021-03-01 00:00:00+05:30",14,357,7,1.96
"2021-03-01 00:00:00+05:30",15,357,7,1.96
"2021-03-01 00:00:00+05:30",16,357,12,3.36
"2021-03-01 00:00:00+05:30",17,357,11,3.08
"2021-03-01 00:00:00+05:30",18,357,10,2.80
"2021-03-01 00:00:00+05:30",19,357,13,3.64
"2021-03-01 00:00:00+05:30",20,357,4,1.12
"2021-03-01 00:00:00+05:30",21,357,4,1.12
"2021-03-01 00:00:00+05:30",22,357,11,3.08
"2021-03-01 00:00:00+05:30",23,357,9,2.52
"2021-03-01 00:00:00+05:30",24,357,15,4.20
"2021-03-01 00:00:00+05:30",25,357,8,2.24
"2021-03-01 00:00:00+05:30",26,357,10,2.80
"2021-03-01 00:00:00+05:30",27,357,10,2.80
"2021-03-01 00:00:00+05:30",28,357,5,1.40
"2021-03-01 00:00:00+05:30",29,357,12,3.36
"2021-03-01 00:00:00+05:30",30,357,4,1.12
"2021-03-01 00:00:00+05:30",31,357,13,3.64
"2021-03-01 00:00:00+05:30",32,357,9,2.52
"2021-03-01 00:00:00+05:30",33,357,6,1.68
"2021-03-01 00:00:00+05:30",34,357,14,3.92
"2021-03-01 00:00:00+05:30",35,357,8,2.24
"2021-03-01 00:00:00+05:30",36,357,6,1.68
"2021-03-01 00:00:00+05:30",37,357,10,2.80
"2021-03-01 00:00:00+05:30",38,357,9,2.52
"2021-03-01 00:00:00+05:30",39,357,1,0.28
"2021-03-01 00:00:00+05:30",40,357,13,3.64
"2021-03-01 00:00:00+05:30",41,357,8,2.24
"2021-03-01 00:00:00+05:30",42,357,11,3.08
"2021-03-01 00:00:00+05:30",43,357,8,2.24
"2021-03-01 00:00:00+05:30",44,357,10,2.80
"2021-03-01 00:00:00+05:30",45,357,9,2.52
"2021-03-01 00:00:00+05:30",46,357,7,1.96
"2021-03-01 00:00:00+05:30",47,357,11,3.08
"2021-03-01 00:00:00+05:30",48,357,4,1.12
"2021-03-01 00:00:00+05:30",49,357,5,1.40
"2021-03-01 00:00:00+05:30",50,357,11,3.08
"2021-03-01 00:00:00+05:30",51,357,6,1.68
"2021-03-01 00:00:00+05:30",52,357,8,2.24
"2021-03-01 00:00:00+05:30",53,357,6,1.68
"2021-03-01 00:00:00+05:30",54,357,9,2.52
"2021-03-01 00:00:00+05:30",55,357,9,2.52
"2021-04-01 00:00:00+05:30",0,323,323,100.00
"2021-04-01 00:00:00+05:30",1,323,11,3.41
"2021-04-01 00:00:00+05:30",2,323,5,1.55
"2021-04-01 00:00:00+05:30",3,323,13,4.02
"2021-04-01 00:00:00+05:30",4,323,7,2.17
"2021-04-01 00:00:00+05:30",5,323,9,2.79
"2021-04-01 00:00:00+05:30",6,323,4,1.24
"2021-04-01 00:00:00+05:30",7,323,9,2.79
"2021-04-01 00:00:00+05:30",8,323,4,1.24
"2021-04-01 00:00:00+05:30",9,323,6,1.86
"2021-04-01 00:00:00+05:30",10,323,8,2.48
"2021-04-01 00:00:00+05:30",11,323,7,2.17
"2021-04-01 00:00:00+05:30",12,323,12,3.72
"2021-04-01 00:00:00+05:30",13,323,9,2.79
"2021-04-01 00:00:00+05:30",14,323,6,1.86
"2021-04-01 00:00:00+05:30",15,323,6,1.86
"2021-04-01 00:00:00+05:30",16,323,7,2.17
"2021-04-01 00:00:00+05:30",17,323,9,2.79
"2021-04-01 00:00:00+05:30",18,323,7,2.17
"2021-04-01 00:00:00+05:30",19,323,7,2.17
"2021-04-01 00:00:00+05:30",20,323,4,1.24
"2021-04-01 00:00:00+05:30",21,323,7,2.17
"2021-04-01 00:00:00+05:30",22,323,4,1.24
"2021-04-01 00:00:00+05:30",23,323,4,1.24
"2021-04-01 00:00:00+05:30",24,323,9,2.79
"2021-04-01 00:00:00+05:30",25,323,8,2.48
"2021-04-01 00:00:00+05:30",26,323,5,1.55
"2021-04-01 00:00:00+05:30",27,323,9,2.79
"2021-04-01 00:00:00+05:30",28,323,5,1.55
"2021-04-01 00:00:00+05:30",29,323,5,1.55
"2021-04-01 00:00:00+05:30",30,323,8,2.48
"2021-04-01 00:00:00+05:30",31,323,7,2.17
"2021-04-01 00:00:00+05:30",32,323,10,3.10
"2021-04-01 00:00:00+05:30",33,323,8,2.48
"2021-04-01 00:00:00+05:30",34,323,5,1.55
"2021-04-01 00:00:00+05:30",35,323,5,1.55
"2021-04-01 00:00:00+05:30",36,323,3,0.93
"2021-04-01 00:00:00+05:30",37,323,8,2.48
"2021-04-01 00:00:00+05:30",38,323,5,1.55
"2021-04-01 00:00:00+05:30",39,323,7,2.17
"2021-04-01 00:00:00+05:30",40,323,7,2.17
"2021-04-01 00:00:00+05:30",41,323,6,1.86
"2021-04-01 00:00:00+05:30",42,323,9,2.79
"2021-04-01 00:00:00+05:30",43,323,11,3.41
"2021-04-01 00:00:00+05:30",44,323,9,2.79
"2021-04-01 00:00:00+05:30",45,323,9,2.79
"2021-04-01 00:00:00+05:30",46,323,5,1.55
"2021-04-01 00:00:00+05:30",47,323,8,2.48
"2021-04-01 00:00:00+05:30",48,323,4,1.24
"2021-04-01 00:00:00+05:30",49,323,10,3.10
