"product_id","product_name","product_category","total_reviews","avg_rating","min_rating","max_rating","total_orders","total_quantity_sold","total_revenue","rating_segment"
289,"Cookware AntiqueWhite 220","Home & Kitchen",17,3.94,1,5,89,110,2106.50,"Average"
290,"Vacuum DeepPink 742","Home & Kitchen",6,3.50,2,5,32,42,6462.96,"Average"
291,"Toaster ForestGreen 696","Home & Kitchen",10,4.40,3,5,62,78,6512.22,"Good"
292,"Coffee Maker DarkTurquoise 557","Home & Kitchen",6,3.67,3,4,36,46,5160.28,"Average"
293,"Lamp Sienna 733","Home & Kitchen",6,3.00,1,4,45,59,6796.80,"Average"
294,"Vacuum DarkOrchid 733","Home & Kitchen",7,4.43,3,5,27,35,4258.45,"Good"
295,"Toaster Chocolate 929","Home & Kitchen",3,3.33,1,5,25,25,5163.75,"Average"
296,"Vacuum MediumOrchid 467","Home & Kitchen",7,3.71,2,5,49,67,7107.36,"Average"
297,"Vacuum Tomato 616","Home & Kitchen",11,3.82,1,5,51,65,6349.20,"Average"
298,"Lamp Wheat 233","Home & Kitchen",6,3.67,2,5,28,33,5534.10,"Average"
299,"Blender SkyBlue 837","Home & Kitchen",3,5.00,5,5,14,17,3932.27,"Good"
300,"Lamp DarkMagenta 486","Home & Kitchen",12,4.17,2,5,79,100,2919.00,"Good"
301,"Cookware Chartreuse 977","Home & Kitchen",4,4.25,3,5,15,18,4287.78,"Good"
302,"Blender LightBlue 934","Home & Kitchen",0,NULL,NULL,NULL,8,8,1992.56,"No Reviews"
303,"Blender Gold 603","Home & Kitchen",19,4.05,3,5,75,102,5761.98,"Good"
304,"Air Fryer LightSalmon 269","Home & Kitchen",2,5.00,5,5,13,17,4073.03,"Good"
305,"Cookware BlueViolet 167","Home & Kitchen",6,4.33,3,5,30,40,7968.40,"Good"
306,"Toaster DarkGreen 262","Home & Kitchen",8,4.38,3,5,36,48,4522.56,"Good"
307,"Air Fryer Tan 935","Home & Kitchen",5,4.40,3,5,21,25,5629.25,"Good"
308,"Vacuum RoyalBlue 591","Home & Kitchen",11,3.91,1,5,62,87,3868.02,"Average"
309,"Coffee Maker Black 343","Home & Kitchen",6,4.50,3,5,27,50,7602.50,"Highly Rated"
310,"Air Fryer Coral 513","Home & Kitchen",7,4.14,3,5,29,43,4271.62,"Good"
311,"Coffee Maker Red 435","Home & Kitchen",7,4.14,3,5,28,31,5046.18,"Good"
312,"Vacuum MediumOrchid 217","Home & Kitchen",12,4.00,1,5,60,80,4040.00,"Good"
313,"Toaster Tan 468","Home & Kitchen",13,4.38,2,5,39,48,6593.76,"Good"
314,"Toaster Thistle 805","Home & Kitchen",5,4.40,3,5,38,49,5817.77,"Good"
315,"Blender Green 977","Home & Kitchen",8,4.00,2,5,53,70,4934.30,"Good"
316,"Vacuum LightSalmon 484","Home & Kitchen",5,4.20,3,5,19,21,3929.10,"Good"
317,"Air Fryer RoyalBlue 882","Home & Kitchen",3,3.00,2,4,27,36,5348.52,"Average"
318,"Blender Teal 861","Home & Kitchen",8,4.00,2,5,36,48,5575.20,"Good"
319,"Blender White 417","Home & Kitchen",6,3.67,2,5,59,71,5760.23,"Average"
320,"Cookware Silver 779","Home & Kitchen",3,4.33,4,5,15,20,4836.60,"Good"
321,"Air Fryer Tan 326","Home & Kitchen",3,4.00,4,4,24,29,5391.97,"Good"
322,"Coffee Maker LightBlue 527","Home & Kitchen",10,4.20,3,5,54,67,5348.61,"Good"
323,"Lamp Turquoise 600","Home & Kitchen",11,4.36,3,5,44,51,4966.38,"Good"
324,"Coffee Maker LightGoldenRodYellow 155","Home & Kitchen",6,3.67,2,5,24,39,6123.00,"Average"
325,"Blender Green 635","Home & Kitchen",4,4.25,3,5,26,33,4821.63,"Good"
326,"Air Fryer RosyBrown 408","Home & Kitchen",6,3.83,1,5,35,43,5942.17,"Average"
327,"Lamp DarkSlateGray 948","Home & Kitchen",20,4.30,2,5,88,120,5050.80,"Good"
328,"Vacuum PapayaWhip 920","Home & Kitchen",16,4.19,2,5,79,91,4374.37,"Good"
329,"Coffee Maker DarkRed 165","Home & Kitchen",3,3.33,2,4,10,10,1797.90,"Average"
330,"Cookware OrangeRed 376","Home & Kitchen",16,3.94,3,5,67,85,3802.05,"Average"
331,"Vacuum Red 157","Home & Kitchen",5,3.60,1,5,18,25,5119.50,"Average"
332,"Cookware Maroon 708","Home & Kitchen",3,3.00,3,3,17,17,3519.17,"Average"
333,"Cookware Cornsilk 630","Home & Kitchen",7,4.29,3,5,33,42,6250.86,"Good"
334,"Cookware LawnGreen 100","Home & Kitchen",10,3.50,2,5,34,47,6029.16,"Average"
335,"Blender Pink 290","Home & Kitchen",15,3.73,1,5,84,109,2699.93,"Average"
336,"Coffee Maker Cornsilk 207","Home & Kitchen",16,4.13,2,5,79,116,5592.36,"Good"
337,"Blender HotPink 301","Home & Kitchen",4,4.25,3,5,27,43,6752.29,"Good"
338,"Coffee Maker LimeGreen 758","Home & Kitchen",11,3.82,1,5,51,62,6767.92,"Average"
339,"Lamp DarkRed 727","Home & Kitchen",1,5.00,5,5,31,37,6120.54,"Good"
340,"Coffee Maker DeepSkyBlue 740","Home & Kitchen",10,4.30,3,5,37,41,5414.46,"Good"
341,"Blender Moccasin 589","Home & Kitchen",4,4.25,3,5,14,16,3977.12,"Good"
342,"Cookware DarkTurquoise 547","Home & Kitchen",11,3.82,1,5,32,42,5847.24,"Average"
343,"Lipstick LightCoral 771","Beauty",7,3.71,2,5,35,46,5055.86,"Average"
344,"Conditioner DarkSlateGray 367","Beauty",15,4.27,3,5,85,115,2894.55,"Good"
345,"Serum SeaGreen 867","Beauty",6,4.33,4,5,43,63,4980.78,"Good"
346,"Lipstick Indigo 153","Beauty",3,4.33,3,5,30,46,5217.78,"Good"
347,"Shampoo DarkGray 802","Beauty",10,4.00,2,5,62,86,6718.32,"Good"
348,"Sunscreen Orchid 322","Beauty",7,4.00,3,5,29,30,3503.10,"Good"
349,"Moisturizer SlateBlue 366","Beauty",6,4.33,4,5,40,59,6266.39,"Good"
350,"Serum DodgerBlue 263","Beauty",3,4.67,4,5,37,45,4581.00,"Good"
351,"Lipstick Ivory 498","Beauty",7,3.71,2,5,34,45,4959.90,"Average"
352,"Shampoo DodgerBlue 972","Beauty",13,4.31,3,5,49,63,4670.82,"Good"
353,"Lipstick Plum 961","Beauty",5,4.40,4,5,32,49,5438.51,"Good"
354,"Sunscreen Thistle 814","Beauty",10,4.80,4,5,66,77,4542.23,"Highly Rated"
355,"Moisturizer PaleGreen 842","Beauty",6,4.33,2,5,42,59,6113.58,"Good"
356,"Serum MediumSlateBlue 317","Beauty",8,3.88,2,5,58,82,5788.38,"Average"
357,"Conditioner PeachPuff 275","Beauty",8,4.13,2,5,58,79,6051.40,"Good"
358,"Serum Gray 736","Beauty",22,3.86,1,5,111,145,1274.55,"Average"
359,"Serum MintCream 129","Beauty",11,3.55,2,5,65,84,3751.44,"Average"
360,"Moisturizer MediumAquaMarine 749","Beauty",27,4.26,2,5,102,144,1409.76,"Good"
361,"Moisturizer DarkGoldenRod 167","Beauty",10,3.50,1,5,47,65,5535.40,"Average"
362,"Sunscreen Moccasin 939","Beauty",14,3.57,1,5,57,79,7315.40,"Average"
363,"Sunscreen Azure 988","Beauty",7,3.86,2,5,40,49,5267.50,"Average"
364,"Lipstick MediumSlateBlue 310","Beauty",9,4.56,3,5,44,58,6588.80,"Highly Rated"
365,"Serum Salmon 968","Beauty",18,3.94,1,5,98,119,2127.72,"Average"
366,"Lipstick Purple 747","Beauty",18,4.00,2,5,111,137,2063.22,"Good"
367,"Shampoo Azure 910","Beauty",11,4.09,2,5,63,76,4550.12,"Good"
368,"Lipstick OliveDrab 533","Beauty",16,3.69,1,5,89,113,3228.41,"Average"
369,"Shampoo MediumPurple 389","Beauty",18,4.11,1,5,104,147,1089.27,"Good"
370,"Moisturizer Tomato 428","Beauty",8,3.13,1,5,41,45,3928.95,"Average"
371,"Sunscreen LightYellow 733","Beauty",11,4.45,3,5,48,69,4342.17,"Good"
372,"Lipstick Thistle 546","Beauty",18,3.94,1,5,102,127,1087.12,"Average"
373,"Sunscreen Coral 821","Beauty",10,3.10,1,5,47,69,6479.10,"Average"
374,"Moisturizer DarkOliveGreen 982","Beauty",11,3.55,1,5,59,69,4613.34,"Average"
375,"Moisturizer Khaki 546","Beauty",7,3.29,1,5,49,54,3837.78,"Average"
376,"Moisturizer DarkKhaki 868","Beauty",12,3.83,1,5,56,70,4564.70,"Average"
377,"Moisturizer DarkBlue 603","Beauty",23,4.13,1,5,104,132,726.00,"Good"
378,"Lipstick LightGray 606","Beauty",6,4.17,3,5,36,43,4155.09,"Good"
379,"Sunscreen LightPink 366","Beauty",21,3.95,1,5,71,90,4043.70,"Average"
380,"Sunscreen BlueViolet 319","Beauty",7,3.86,1,5,34,54,6131.70,"Average"
381,"Lipstick Gainsboro 751","Beauty",19,3.89,1,5,83,120,3795.60,"Average"
382,"Moisturizer LightPink 674","Beauty",12,3.25,1,5,53,69,4235.22,"Average"
383,"Moisturizer DarkSeaGreen 510","Beauty",10,4.10,3,5,53,63,4864.23,"Good"
384,"Conditioner Peru 532","Beauty",6,3.67,2,5,34,51,5485.56,"Average"
385,"Lipstick LightGoldenRodYellow 369","Beauty",18,4.00,1,5,81,100,790.00,"Good"
386,"Conditioner PaleGreen 488","Beauty",13,4.08,1,5,38,57,6192.48,"Good"
387,"Lipstick DeepPink 644","Beauty",13,3.31,1,5,73,91,2899.26,"Average"
388,"Sunscreen WhiteSmoke 761","Beauty",6,4.50,3,5,41,49,4496.24,"Highly Rated"
389,"Moisturizer Thistle 259","Beauty",11,3.73,2,5,55,74,3335.92,"Average"
390,"Conditioner Snow 273","Beauty",7,4.00,3,5,39,52,4219.28,"Good"
391,"Conditioner MediumOrchid 693","Beauty",11,4.09,2,5,61,86,4769.56,"Good"
392,"Serum DarkCyan 813","Beauty",15,3.73,1,5,113,148,2886.00,"Average"
393,"Serum LightSeaGreen 872","Beauty",10,3.60,3,4,48,63,3993.57,"Average"
394,"Lipstick Chartreuse 840","Beauty",7,4.29,3,5,43,57,5702.85,"Good"
395,"Serum Gainsboro 717","Beauty",8,4.50,4,5,33,46,5386.60,"Highly Rated"
396,"Sunscreen Peru 293","Beauty",10,4.10,2,5,61,84,3787.56,"Good"
397,"Shampoo Cornsilk 204","Beauty",3,3.67,3,4,25,29,3397.06,"Average"
398,"Serum LightGreen 493","Beauty",4,4.00,3,5,30,41,4742.47,"Good"
399,"Serum Azure 850","Beauty",4,5.00,5,5,37,57,6733.98,"Good"
400,"Shampoo DarkCyan 753","Beauty",9,3.67,1,5,56,77,4236.54,"Average"
401,"Moisturizer LightGoldenRodYellow 575","Beauty",18,3.94,2,5,60,77,2871.33,"Average"
402,"Moisturizer DarkBlue 547","Beauty",23,4.09,2,5,103,129,832.05,"Good"
403,"Lipstick Indigo 403","Beauty",14,3.93,2,5,89,111,3394.38,"Average"
404,"Conditioner CornflowerBlue 855","Beauty",21,3.81,2,5,122,159,1198.86,"Average"
405,"Conditioner LightGray 973","Beauty",16,3.69,1,5,92,115,647.45,"Average"
406,"Conditioner DarkRed 762","Beauty",8,4.50,4,5,44,59,5052.17,"Highly Rated"
407,"Conditioner SaddleBrown 768","Beauty",7,4.14,3,5,37,48,4909.92,"Good"
408,"Lipstick Aqua 795","Beauty",7,3.14,2,4,42,61,5216.11,"Average"
409,"Serum MediumSlateBlue 420","Beauty",11,3.73,1,5,54,66,5199.48,"Average"
410,"Shampoo PapayaWhip 529","Beauty",11,3.73,2,5,45,53,4094.25,"Average"
411,"Serum LightGreen 744","Beauty",7,4.71,4,5,46,60,5698.20,"Highly Rated"
412,"Serum DarkSeaGreen 566","Beauty",22,4.00,2,5,89,115,3882.40,"Good"
413,"Moisturizer Brown 791","Beauty",6,4.17,2,5,42,50,3824.00,"Good"
414,"Lipstick Violet 770","Beauty",6,4.67,4,5,33,37,4142.89,"Highly Rated"
415,"Shampoo LawnGreen 601","Beauty",7,4.43,3,5,48,59,5574.91,"Good"
416,"Moisturizer DarkOliveGreen 264","Beauty",21,4.24,1,5,96,146,1370.94,"Good"
417,"Lipstick DodgerBlue 631","Beauty",8,3.25,2,5,44,63,5979.33,"Average"
418,"Shampoo LightGray 654","Beauty",15,3.87,2,5,89,118,1962.34,"Average"
419,"Serum BurlyWood 754","Beauty",5,4.60,3,5,38,44,3849.56,"Highly Rated"
420,"Shampoo Gainsboro 567","Beauty",8,4.13,2,5,66,80,5199.20,"Good"
421,"Serum Green 626","Beauty",4,4.00,4,4,26,29,3447.52,"Good"
422,"Moisturizer Magenta 752","Beauty",6,4.00,1,5,51,68,6041.80,"Good"
423,"Moisturizer Linen 162","Beauty",15,3.87,1,5,82,105,3573.15,"Average"
424,"Moisturizer Wheat 743","Beauty",15,3.87,2,5,95,117,1597.05,"Average"
425,"Lipstick GreenYellow 211","Beauty",10,4.20,3,5,48,55,4543.55,"Good"
426,"Serum LightSteelBlue 639","Beauty",12,3.92,2,5,72,98,3910.20,"Average"
427,"Serum RosyBrown 573","Beauty",7,3.71,1,5,37,41,4892.94,"Average"
428,"Serum SteelBlue 170","Beauty",20,4.45,1,5,89,112,2679.04,"Good"
429,"Lipstick Fuchsia 838","Beauty",7,4.71,4,5,80,92,2503.32,"Highly Rated"
430,"Serum LightPink 782","Beauty",3,4.33,4,5,27,34,3355.12,"Good"
431,"Lipstick MediumTurquoise 523","Beauty",6,3.67,2,5,34,47,4724.91,"Average"
432,"Conditioner Azure 765","Beauty",9,3.44,1,5,35,42,5021.52,"Average"
433,"Serum LightCoral 902","Beauty",7,4.29,3,5,42,52,4923.36,"Good"
434,"Serum Blue 359","Beauty",15,3.87,2,5,77,104,3718.00,"Average"
435,"Conditioner Aquamarine 924","Beauty",10,3.40,1,5,47,51,4236.06,"Average"
436,"Lipstick Azure 770","Beauty",8,4.25,3,5,39,51,4940.37,"Good"
437,"Shampoo Tan 738","Beauty",11,3.64,1,5,66,81,3389.04,"Average"
438,"Lipstick Gold 256","Beauty",24,3.75,1,5,97,119,1763.58,"Average"
439,"Shampoo Thistle 947","Beauty",6,4.50,3,5,27,31,3201.06,"Highly Rated"
440,"Sunscreen Sienna 243","Beauty",9,4.22,2,5,41,64,6986.88,"Good"
441,"Sunscreen LemonChiffon 115","Beauty",8,3.75,3,5,43,52,5231.20,"Average"
442,"Lipstick RosyBrown 771","Beauty",19,4.05,3,5,123,167,1055.44,"Good"
443,"Shampoo DarkMagenta 246","Beauty",9,4.33,4,5,74,105,3543.75,"Good"
444,"Serum Plum 903","Beauty",17,4.00,2,5,81,106,2793.10,"Good"
445,"Serum Snow 647","Beauty",13,4.00,2,5,60,79,2289.42,"Good"
446,"Serum YellowGreen 900","Beauty",14,4.21,3,5,57,66,4955.94,"Good"
447,"Moisturizer OrangeRed 906","Beauty",12,4.42,2,5,43,47,3847.89,"Good"
448,"Lipstick Tan 809","Beauty",3,2.00,1,3,20,28,2840.88,"Needs Attention"
449,"Serum Linen 549","Beauty",9,3.67,1,5,61,73,4820.92,"Average"
450,"Lipstick IndianRed 370","Beauty",11,3.27,1,5,39,53,5645.03,"Average"
451,"Conditioner Khaki 604","Beauty",16,3.94,1,5,63,97,3097.21,"Average"
452,"Sunscreen MediumSpringGreen 247","Beauty",15,4.20,3,5,93,119,1394.68,"Good"
453,"Lipstick Gray 652","Beauty",10,4.10,2,5,53,69,4244.19,"Good"
454,"Sunscreen DarkSlateGray 960","Beauty",10,3.70,1,5,37,55,5732.65,"Average"
455,"Shampoo PaleGreen 781","Beauty",17,4.12,2,5,73,104,6117.28,"Good"
456,"Shampoo MediumTurquoise 528","Beauty",6,4.50,3,5,44,64,6506.88,"Highly Rated"
457,"Lipstick CadetBlue 751","Beauty",16,4.25,2,5,82,100,1367.00,"Good"
458,"Lipstick DarkSeaGreen 798","Beauty",18,4.00,2,5,97,124,1026.72,"Good"
459,"Lipstick Aquamarine 196","Beauty",9,4.11,1,5,28,36,4036.32,"Good"
460,"Sunscreen Cornsilk 247","Beauty",10,3.80,1,5,53,70,4247.60,"Average"
461,"Moisturizer LightCyan 229","Beauty",9,4.44,3,5,69,93,2747.22,"Good"
462,"Shampoo Plum 449","Beauty",18,3.94,2,5,91,109,1728.74,"Average"
463,"Conditioner DodgerBlue 315","Beauty",13,3.38,1,5,50,57,5388.21,"Average"
464,"Shampoo Chartreuse 667","Beauty",17,4.18,1,5,71,85,4679.25,"Good"
465,"Moisturizer DarkBlue 947","Beauty",6,4.17,3,5,32,40,4002.80,"Good"
466,"Conditioner Olive 378","Beauty",10,4.00,2,5,61,79,4062.97,"Good"
467,"Sunscreen Tan 604","Beauty",13,3.92,2,5,76,99,4420.35,"Average"
468,"Moisturizer LightSkyBlue 406","Beauty",13,3.92,3,5,66,89,3831.45,"Average"
469,"Serum LemonChiffon 903","Beauty",7,4.29,3,5,40,45,3259.80,"Good"
470,"Moisturizer LightYellow 515","Beauty",5,4.00,3,5,60,72,3662.64,"Good"
471,"Sunscreen Brown 211","Beauty",10,3.90,3,5,53,62,4403.24,"Average"
472,"Moisturizer Salmon 586","Beauty",17,4.24,1,5,89,123,1271.82,"Good"
473,"Sunscreen GhostWhite 612","Beauty",5,3.60,2,5,40,46,4282.14,"Average"
474,"Sunscreen DimGray 741","Beauty",9,3.56,2,5,57,76,5726.60,"Average"
475,"Lipstick LightGreen 797","Beauty",7,4.00,2,5,49,72,6126.48,"Good"
476,"Moisturizer RosyBrown 568","Beauty",16,4.06,2,5,87,111,3267.84,"Good"
477,"Lipstick AliceBlue 285","Beauty",12,3.83,1,5,36,53,4913.63,"Average"
478,"Moisturizer LightGray 771","Beauty",9,4.44,3,5,58,91,4866.68,"Good"
479,"Moisturizer Moccasin 905","Beauty",17,3.76,1,5,75,97,4599.74,"Average"
480,"Shampoo MediumPurple 409","Beauty",13,3.62,1,5,40,52,3621.28,"Average"
481,"Serum MediumBlue 541","Beauty",17,4.06,1,5,74,82,4387.82,"Good"
482,"Sunscreen LemonChiffon 155","Beauty",11,4.27,3,5,46,53,4176.40,"Good"
483,"Conditioner BlanchedAlmond 221","Beauty",18,3.78,1,5,49,60,4215.60,"Average"
484,"Conditioner Magenta 557","Beauty",9,4.22,2,5,52,65,4625.40,"Good"
485,"Moisturizer IndianRed 706","Beauty",21,3.67,1,5,108,146,967.98,"Average"
486,"Lipstick MintCream 522","Beauty",9,3.89,3,5,42,56,6596.24,"Average"
487,"Sunscreen Gainsboro 317","Beauty",28,3.82,1,5,97,134,2241.82,"Average"
488,"Serum AliceBlue 109","Beauty",8,4.25,1,5,46,53,4085.77,"Good"
489,"Lipstick MediumSeaGreen 979","Beauty",7,3.57,2,5,41,50,4099.00,"Average"
490,"Moisturizer Olive 583","Beauty",9,4.00,2,5,63,87,2618.70,"Good"
491,"Moisturizer DarkBlue 561","Beauty",16,4.19,2,5,70,100,3668.00,"Good"
492,"Lipstick Sienna 474","Beauty",10,3.70,1,5,42,54,4891.32,"Average"
493,"Lipstick LightSeaGreen 847","Beauty",10,4.30,3,5,46,65,5658.90,"Good"
494,"Moisturizer SteelBlue 610","Beauty",10,4.40,3,5,70,88,3406.48,"Good"
495,"Conditioner Green 153","Beauty",8,3.75,2,5,42,55,4510.00,"Average"
496,"Lipstick LightBlue 766","Beauty",26,3.81,1,5,139,179,1553.72,"Average"
497,"Lipstick Tan 418","Beauty",6,3.67,1,5,48,60,5939.40,"Average"
498,"Shampoo AntiqueWhite 981","Beauty",8,3.88,1,5,47,58,5155.62,"Average"
499,"Conditioner DarkGoldenRod 688","Beauty",3,2.00,1,4,40,62,4651.86,"Needs Attention"
500,"Lipstick LightGray 248","Beauty",13,4.38,3,5,68,96,5323.20,"Good"
501,"Moisturizer DarkCyan 744","Beauty",10,3.70,2,5,75,107,5005.46,"Average"
502,"Conditioner DarkTurquoise 563","Beauty",8,3.88,2,5,46,74,4428.90,"Average"
503,"Shampoo PaleGoldenRod 399","Beauty",9,3.67,3,4,45,58,5523.34,"Average"
504,"Shampoo BlueViolet 820","Beauty",25,3.92,1,5,111,147,1759.59,"Average"
505,"Sunscreen OrangeRed 115","Beauty",18,4.17,1,5,76,92,3972.56,"Good"
506,"Serum Beige 538","Beauty",8,4.25,3,5,51,69,5114.97,"Good"
507,"Serum Lime 716","Beauty",12,4.25,3,5,71,98,4735.36,"Good"
508,"Serum LimeGreen 101","Beauty",9,4.56,3,5,33,43,4207.98,"Highly Rated"
509,"Shampoo Lavender 700","Beauty",14,3.71,2,5,66,88,3102.00,"Average"
510,"Moisturizer DarkBlue 988","Beauty",13,4.08,3,5,70,84,3207.12,"Good"
511,"Sunscreen Wheat 916","Beauty",19,3.95,1,5,71,100,2190.00,"Average"
512,"Sunscreen DeepSkyBlue 455","Beauty",0,NULL,NULL,NULL,36,44,3684.12,"No Reviews"
513,"Sunscreen Orange 916","Beauty",19,3.84,2,5,90,119,1758.82,"Average"
514,"Cycling Helmet MediumOrchid 339","Sports",13,4.31,3,5,76,98,6519.94,"Good"
515,"Tennis Racket Snow 576","Sports",3,5.00,5,5,21,28,5185.88,"Good"
516,"Dumbbell DeepPink 109","Sports",1,4.00,4,4,8,10,2783.90,"Good"
517,"Cycling Helmet LightSkyBlue 925","Sports",6,3.67,1,5,41,49,6969.76,"Average"
518,"Tennis Racket DarkViolet 693","Sports",2,3.50,3,4,14,26,6070.22,"Average"
519,"Water Bottle Brown 634","Sports",0,NULL,NULL,NULL,7,9,2429.10,"No Reviews"
520,"Tennis Racket Thistle 293","Sports",5,4.20,3,5,38,48,7063.68,"Good"
521,"Dumbbell Pink 817","Sports",11,4.09,3,5,66,95,6095.20,"Good"
522,"Tennis Racket Tan 512","Sports",8,3.88,2,5,50,71,8090.45,"Average"
523,"Water Bottle DarkSlateGray 605","Sports",1,5.00,5,5,9,9,2324.07,"Good"
524,"Tennis Racket Violet 574","Sports",0,NULL,NULL,NULL,8,13,3392.74,"No Reviews"
525,"Yoga Mat Tan 453","Sports",11,4.09,1,5,70,97,5199.20,"Good"
526,"Tennis Racket Azure 134","Sports",7,3.57,1,5,34,38,6067.84,"Average"
527,"Dumbbell Khaki 597","Sports",1,5.00,5,5,3,3,891.60,"Good"
528,"Water Bottle DarkBlue 897","Sports",4,4.50,4,5,23,30,5208.60,"Good"
529,"Tennis Racket Black 885","Sports",7,4.43,3,5,40,56,7413.28,"Good"
530,"Water Bottle BlueViolet 360","Sports",1,2.00,2,2,11,11,2718.10,"Needs Attention"
531,"Yoga Mat DarkSlateBlue 487","Sports",11,3.64,2,5,43,50,5347.00,"Average"
532,"Yoga Mat MistyRose 478","Sports",15,4.20,3,5,82,107,1716.28,"Good"
533,"Cycling Helmet DarkKhaki 165","Sports",7,4.86,4,5,39,58,8709.28,"Highly Rated"
534,"Water Bottle OldLace 823","Sports",4,3.75,2,5,15,24,4675.92,"Average"
535,"Yoga Mat RoyalBlue 756","Sports",9,4.00,2,5,56,78,6481.80,"Good"
536,"Yoga Mat BurlyWood 502","Sports",1,3.00,3,3,5,6,1723.62,"Average"
537,"Dumbbell Azure 340","Sports",7,3.86,3,5,41,49,6807.08,"Average"
538,"Dumbbell White 460","Sports",18,3.28,1,5,65,82,4777.32,"Average"
539,"Yoga Mat LemonChiffon 957","Sports",3,4.33,3,5,10,18,4888.80,"Good"
540,"Yoga Mat SlateGray 857","Sports",8,4.25,2,5,59,81,6748.11,"Good"
541,"Cycling Helmet LightGray 873","Sports",9,3.78,2,5,84,113,2743.64,"Average"
542,"Yoga Mat AliceBlue 405","Sports",3,3.67,3,5,8,8,2258.40,"Average"
543,"Water Bottle SaddleBrown 207","Sports",6,4.17,2,5,23,27,4879.17,"Good"
544,"Cycling Helmet CornflowerBlue 227","Sports",9,3.89,1,5,47,62,6359.96,"Average"
545,"Tennis Racket SteelBlue 344","Sports",9,4.00,3,5,29,31,4604.74,"Good"
546,"Dumbbell WhiteSmoke 579","Sports",0,NULL,NULL,NULL,9,10,2749.80,"No Reviews"
547,"Dumbbell DarkGoldenRod 952","Sports",1,3.00,3,3,13,13,3136.38,"Average"
548,"Dumbbell Violet 482","Sports",15,4.53,4,5,80,129,3961.59,"Highly Rated"
549,"Dumbbell Coral 494","Sports",3,3.33,2,5,11,19,4470.13,"Average"
550,"Yoga Mat Sienna 447","Sports",2,5.00,5,5,21,33,6318.84,"Good"
551,"Tennis Racket LightCoral 743","Sports",2,3.50,3,4,14,24,5959.92,"Average"
552,"Tennis Racket Crimson 158","Sports",7,3.86,2,5,54,71,3527.99,"Average"
553,"Dumbbell LightGray 248","Sports",3,3.67,3,5,16,18,3895.38,"Average"
554,"Cycling Helmet LavenderBlush 521","Sports",2,4.50,4,5,9,13,3409.25,"Good"
555,"Dumbbell GreenYellow 959","Sports",14,3.14,1,5,76,107,5720.22,"Average"
556,"Tennis Racket Lavender 602","Sports",11,3.91,1,5,40,44,4649.92,"Average"
557,"Yoga Mat Salmon 216","Sports",9,3.11,1,5,51,72,7263.36,"Average"
558,"Dumbbell Snow 906","Sports",3,4.00,3,5,9,15,4406.40,"Good"
559,"Dumbbell Olive 222","Sports",4,4.75,4,5,25,35,6002.50,"Good"
560,"Tennis Racket Crimson 542","Sports",2,4.00,4,4,6,7,1598.94,"Good"
561,"Tennis Racket Silver 199","Sports",2,3.50,3,4,7,7,2096.08,"Average"
562,"Cycling Helmet LightSlateGray 158","Sports",8,3.75,2,5,48,63,5828.13,"Average"
563,"Tennis Racket Brown 552","Sports",18,4.28,1,5,71,96,4814.40,"Good"
564,"Water Bottle Gray 101","Sports",13,4.23,1,5,50,68,7312.72,"Good"
565,"Water Bottle Crimson 141","Sports",12,4.00,3,5,62,83,7605.29,"Good"
566,"Cycling Helmet DarkViolet 241","Sports",8,4.13,2,5,52,73,5236.29,"Good"
567,"Dumbbell MediumPurple 279","Sports",8,4.00,2,5,23,31,4969.92,"Good"
568,"Dumbbell LightCyan 723","Sports",2,3.50,3,4,27,37,6785.43,"Average"
569,"Cycling Helmet LimeGreen 240","Sports",1,3.00,3,3,10,11,2533.19,"Average"
570,"Water Bottle DarkSlateBlue 296","Sports",5,3.60,3,5,18,27,5497.47,"Average"
571,"Water Bottle Aquamarine 808","Sports",7,2.86,1,5,43,58,5681.10,"Needs Attention"
572,"Water Bottle SkyBlue 156","Sports",8,4.00,3,5,24,29,3687.93,"Good"
573,"Water Bottle Chocolate 962","Sports",7,4.14,1,5,17,20,4894.20,"Good"
574,"Cycling Helmet SlateBlue 881","Sports",5,4.20,4,5,76,94,3231.72,"Good"
575,"Cycling Helmet LightGreen 354","Sports",12,4.33,3,5,68,82,3847.44,"Good"
576,"Dumbbell DarkGreen 137","Sports",7,3.57,2,5,27,36,6207.48,"Average"
577,"Dumbbell IndianRed 978","Sports",2,5.00,5,5,20,25,5326.50,"Good"
578,"Yoga Mat SlateGray 628","Sports",7,4.14,2,5,40,44,4928.00,"Good"
579,"Yoga Mat LightSteelBlue 936","Sports",12,4.08,3,5,88,119,5149.13,"Good"
580,"Tennis Racket Tomato 690","Sports",2,4.00,4,4,11,15,3532.50,"Good"
581,"Yoga Mat LightSlateGray 848","Sports",9,4.22,3,5,46,57,5308.41,"Good"
582,"Cycling Helmet SandyBrown 923","Sports",8,3.88,3,5,39,48,6641.28,"Average"
583,"Water Bottle SeaGreen 190","Sports",15,3.73,1,5,78,103,4865.72,"Average"
584,"Dumbbell SeaGreen 419","Sports",4,4.00,3,5,23,37,6984.49,"Good"
585,"Tennis Racket DarkOrchid 119","Sports",6,3.67,2,4,25,32,5445.44,"Average"
586,"Yoga Mat Green 367","Sports",1,5.00,5,5,8,11,3063.28,"Good"
587,"Yoga Mat Magenta 575","Sports",2,3.00,3,3,13,19,4797.50,"Average"
