"product_id","product_name","product_category","total_orders","total_quantity_sold","total_revenue","total_cost","total_profit","avg_order_product_value"
308,"Vacuum RoyalBlue 591","Home & Kitchen",62,87,3868.02,2516.91,1351.11,62.39
309,"Coffee Maker Black 343","Home & Kitchen",27,50,7602.50,5206.00,2396.50,281.57
310,"Air Fryer Coral 513","Home & Kitchen",29,43,4271.62,2390.80,1880.82,147.30
311,"Coffee Maker Red 435","Home & Kitchen",28,31,5046.18,2944.38,2101.80,180.22
312,"Vacuum MediumOrchid 217","Home & Kitchen",60,80,4040.00,2971.20,1068.80,67.33
313,"Toaster Tan 468","Home & Kitchen",39,48,6593.76,4555.68,2038.08,169.07
314,"Toaster Thistle 805","Home & Kitchen",38,49,5817.77,3819.06,1998.71,153.10
315,"Blender Green 977","Home & Kitchen",53,70,4934.30,3259.90,1674.40,93.10
316,"Vacuum LightSalmon 484","Home & Kitchen",19,21,3929.10,2402.40,1526.70,206.79
317,"Air Fryer RoyalBlue 882","Home & Kitchen",27,36,5348.52,3252.24,2096.28,198.09
318,"Blender Teal 861","Home & Kitchen",36,48,5575.20,3083.04,2492.16,154.87
319,"Blender White 417","Home & Kitchen",59,71,5760.23,3772.23,1988.00,97.63
320,"Cookware Silver 779","Home & Kitchen",15,20,4836.60,3681.00,1155.60,322.44
321,"Air Fryer Tan 326","Home & Kitchen",24,29,5391.97,3904.56,1487.41,224.67
322,"Coffee Maker LightBlue 527","Home & Kitchen",54,67,5348.61,3678.30,1670.31,99.05
323,"Lamp Turquoise 600","Home & Kitchen",44,51,4966.38,2554.59,2411.79,112.87
324,"Coffee Maker LightGoldenRodYellow 155","Home & Kitchen",24,39,6123.00,3145.35,2977.65,255.13
325,"Blender Green 635","Home & Kitchen",26,33,4821.63,2850.21,1971.42,185.45
326,"Air Fryer RosyBrown 408","Home & Kitchen",35,43,5942.17,3707.89,2234.28,169.78
327,"Lamp DarkSlateGray 948","Home & Kitchen",88,120,5050.80,3080.40,1970.40,56.75
328,"Vacuum PapayaWhip 920","Home & Kitchen",79,91,4374.37,2205.84,2168.53,55.37
329,"Coffee Maker DarkRed 165","Home & Kitchen",10,10,1797.90,1142.10,655.80,179.79
330,"Cookware OrangeRed 376","Home & Kitchen",67,85,3802.05,2659.65,1142.40,55.91
331,"Vacuum Red 157","Home & Kitchen",18,25,5119.50,4045.00,1074.50,284.42
332,"Cookware Maroon 708","Home & Kitchen",17,17,3519.17,2701.98,817.19,207.01
333,"Cookware Cornsilk 630","Home & Kitchen",33,42,6250.86,4254.18,1996.68,189.42
334,"Cookware LawnGreen 100","Home & Kitchen",34,47,6029.16,3313.03,2716.13,177.33
335,"Blender Pink 290","Home & Kitchen",84,109,2699.93,1370.13,1329.80,32.14
336,"Coffee Maker Cornsilk 207","Home & Kitchen",79,116,5592.36,4325.64,1266.72,69.90
337,"Blender HotPink 301","Home & Kitchen",27,43,6752.29,4706.78,2045.51,250.08
338,"Coffee Maker LimeGreen 758","Home & Kitchen",51,62,6767.92,4436.10,2331.82,132.70
339,"Lamp DarkRed 727","Home & Kitchen",31,37,6120.54,3822.84,2297.70,197.44
340,"Coffee Maker DeepSkyBlue 740","Home & Kitchen",37,41,5414.46,2810.96,2603.50,146.34
341,"Blender Moccasin 589","Home & Kitchen",14,16,3977.12,2852.80,1124.32,284.08
342,"Cookware DarkTurquoise 547","Home & Kitchen",32,42,5847.24,3581.76,2265.48,182.73
343,"Lipstick LightCoral 771","Beauty",35,46,5055.86,2650.06,2405.80,144.45
344,"Conditioner DarkSlateGray 367","Beauty",85,115,2894.55,2312.65,581.90,33.66
345,"Serum SeaGreen 867","Beauty",43,63,4980.78,2674.35,2306.43,115.83
346,"Lipstick Indigo 153","Beauty",30,46,5217.78,3020.82,2196.96,173.93
347,"Shampoo DarkGray 802","Beauty",62,86,6718.32,4728.28,1990.04,108.36
348,"Sunscreen Orchid 322","Beauty",29,30,3503.10,2062.20,1440.90,120.80
349,"Moisturizer SlateBlue 366","Beauty",40,59,6266.39,3161.81,3104.58,156.66
350,"Serum DodgerBlue 263","Beauty",37,45,4581.00,2569.05,2011.95,123.81
351,"Lipstick Ivory 498","Beauty",34,45,4959.90,2765.70,2194.20,145.88
352,"Shampoo DodgerBlue 972","Beauty",49,63,4670.82,2867.13,1803.69,95.32
353,"Lipstick Plum 961","Beauty",32,49,5438.51,4320.82,1117.69,169.95
354,"Sunscreen Thistle 814","Beauty",66,77,4542.23,3415.72,1126.51,67.79
355,"Moisturizer PaleGreen 842","Beauty",42,59,6113.58,3858.60,2254.98,145.56
356,"Serum MediumSlateBlue 317","Beauty",58,82,5788.38,3428.42,2359.96,99.80
357,"Conditioner PeachPuff 275","Beauty",58,79,6051.40,3167.11,2884.29,104.33
358,"Serum Gray 736","Beauty",111,145,1274.55,680.05,594.50,11.48
359,"Serum MintCream 129","Beauty",65,84,3751.44,2035.32,1716.12,57.71
360,"Moisturizer MediumAquaMarine 749","Beauty",102,144,1409.76,997.92,411.84,13.82
361,"Moisturizer DarkGoldenRod 167","Beauty",47,65,5535.40,3991.00,1544.40,117.77
362,"Sunscreen Moccasin 939","Beauty",57,79,7315.40,4095.36,3220.04,128.34
363,"Sunscreen Azure 988","Beauty",40,49,5267.50,2738.12,2529.38,131.69
364,"Lipstick MediumSlateBlue 310","Beauty",44,58,6588.80,3506.10,3082.70,149.75
365,"Serum Salmon 968","Beauty",98,119,2127.72,1085.28,1042.44,21.71
366,"Lipstick Purple 747","Beauty",111,137,2063.22,1496.04,567.18,18.59
367,"Shampoo Azure 910","Beauty",63,76,4550.12,2456.32,2093.80,72.22
368,"Lipstick OliveDrab 533","Beauty",89,113,3228.41,1923.26,1305.15,36.27
369,"Shampoo MediumPurple 389","Beauty",104,147,1089.27,629.16,460.11,10.47
370,"Moisturizer Tomato 428","Beauty",41,45,3928.95,2398.05,1530.90,95.83
371,"Sunscreen LightYellow 733","Beauty",48,69,4342.17,3280.26,1061.91,90.46
372,"Lipstick Thistle 546","Beauty",102,127,1087.12,678.18,408.94,10.66
373,"Sunscreen Coral 821","Beauty",47,69,6479.10,3913.68,2565.42,137.85
374,"Moisturizer DarkOliveGreen 982","Beauty",59,69,4613.34,2606.13,2007.21,76.89
375,"Moisturizer Khaki 546","Beauty",49,54,3837.78,2249.64,1588.14,78.32
376,"Moisturizer DarkKhaki 868","Beauty",56,70,4564.70,2677.50,1887.20,81.51
377,"Moisturizer DarkBlue 603","Beauty",104,132,726.00,469.92,256.08,6.79
378,"Lipstick LightGray 606","Beauty",36,43,4155.09,2307.38,1847.71,115.42
379,"Sunscreen LightPink 366","Beauty",71,90,4043.70,3031.20,1012.50,56.95
380,"Sunscreen BlueViolet 319","Beauty",34,54,6131.70,3587.76,2543.94,180.34
381,"Lipstick Gainsboro 751","Beauty",83,120,3795.60,2086.80,1708.80,45.73
382,"Moisturizer LightPink 674","Beauty",53,69,4235.22,3376.86,858.36,78.43
383,"Moisturizer DarkSeaGreen 510","Beauty",53,63,4864.23,2950.92,1913.31,91.78
384,"Conditioner Peru 532","Beauty",34,51,5485.56,3969.33,1516.23,161.34
385,"Lipstick LightGoldenRodYellow 369","Beauty",81,100,790.00,444.00,346.00,9.75
386,"Conditioner PaleGreen 488","Beauty",38,57,6192.48,4027.05,2165.43,162.96
387,"Lipstick DeepPink 644","Beauty",73,91,2899.26,1850.94,1048.32,38.66
388,"Sunscreen WhiteSmoke 761","Beauty",41,49,4496.24,3263.89,1232.35,109.66
389,"Moisturizer Thistle 259","Beauty",55,74,3335.92,1995.04,1340.88,60.65
390,"Conditioner Snow 273","Beauty",39,52,4219.28,3048.76,1170.52,108.19
391,"Conditioner MediumOrchid 693","Beauty",61,86,4769.56,3491.60,1277.96,78.19
392,"Serum DarkCyan 813","Beauty",113,148,2886.00,1842.60,1043.40,25.54
393,"Serum LightSeaGreen 872","Beauty",48,63,3993.57,2317.14,1676.43,83.20
394,"Lipstick Chartreuse 840","Beauty",43,57,5702.85,3907.35,1795.50,132.62
395,"Serum Gainsboro 717","Beauty",33,46,5386.60,3861.70,1524.90,163.23
396,"Sunscreen Peru 293","Beauty",61,84,3787.56,2162.16,1625.40,62.09
397,"Shampoo Cornsilk 204","Beauty",25,29,3397.06,2441.22,955.84,135.88
398,"Serum LightGreen 493","Beauty",30,41,4742.47,2515.76,2226.71,158.08
399,"Serum Azure 850","Beauty",37,57,6733.98,4972.68,1761.30,182.00
400,"Shampoo DarkCyan 753","Beauty",56,77,4236.54,2367.75,1868.79,75.65
401,"Moisturizer LightGoldenRodYellow 575","Beauty",60,77,2871.33,2198.35,672.98,47.86
402,"Moisturizer DarkBlue 547","Beauty",103,129,832.05,629.52,202.53,8.08
403,"Lipstick Indigo 403","Beauty",89,111,3394.38,2696.19,698.19,38.14
404,"Conditioner CornflowerBlue 855","Beauty",122,159,1198.86,691.65,507.21,9.83
405,"Conditioner LightGray 973","Beauty",92,115,647.45,370.30,277.15,7.04
406,"Conditioner DarkRed 762","Beauty",44,59,5052.17,3416.69,1635.48,114.82
407,"Conditioner SaddleBrown 768","Beauty",37,48,4909.92,3438.72,1471.20,132.70
408,"Lipstick Aqua 795","Beauty",42,61,5216.11,3941.82,1274.29,124.19
409,"Serum MediumSlateBlue 420","Beauty",54,66,5199.48,3307.92,1891.56,96.29
410,"Shampoo PapayaWhip 529","Beauty",45,53,4094.25,2167.17,1927.08,89.01
411,"Serum LightGreen 744","Beauty",46,60,5698.20,4068.00,1630.20,123.87
412,"Serum DarkSeaGreen 566","Beauty",89,115,3882.40,2434.55,1447.85,43.62
413,"Moisturizer Brown 791","Beauty",42,50,3824.00,2381.50,1442.50,91.05
414,"Lipstick Violet 770","Beauty",33,37,4142.89,2298.81,1844.08,125.54
415,"Shampoo LawnGreen 601","Beauty",48,59,5574.91,3437.34,2137.57,116.14
416,"Moisturizer DarkOliveGreen 264","Beauty",96,146,1370.94,909.58,461.36,14.28
417,"Lipstick DodgerBlue 631","Beauty",44,63,5979.33,4677.12,1302.21,135.89
418,"Shampoo LightGray 654","Beauty",89,118,1962.34,1319.24,643.10,22.05
419,"Serum BurlyWood 754","Beauty",38,44,3849.56,2516.36,1333.20,101.30
420,"Shampoo Gainsboro 567","Beauty",66,80,5199.20,3240.00,1959.20,78.78
421,"Serum Green 626","Beauty",26,29,3447.52,1914.00,1533.52,132.60
422,"Moisturizer Magenta 752","Beauty",51,68,6041.80,4133.72,1908.08,118.47
423,"Moisturizer Linen 162","Beauty",82,105,3573.15,2195.55,1377.60,43.58
424,"Moisturizer Wheat 743","Beauty",95,117,1597.05,1236.69,360.36,16.81
425,"Lipstick GreenYellow 211","Beauty",48,55,4543.55,3062.40,1481.15,94.66
426,"Serum LightSteelBlue 639","Beauty",72,98,3910.20,2424.52,1485.68,54.31
427,"Serum RosyBrown 573","Beauty",37,41,4892.94,3856.87,1036.07,132.24
428,"Serum SteelBlue 170","Beauty",89,112,2679.04,2086.56,592.48,30.10
429,"Lipstick Fuchsia 838","Beauty",80,92,2503.32,1734.20,769.12,31.29
430,"Serum LightPink 782","Beauty",27,34,3355.12,1824.78,1530.34,124.26
431,"Lipstick MediumTurquoise 523","Beauty",34,47,4724.91,3489.75,1235.16,138.97
432,"Conditioner Azure 765","Beauty",35,42,5021.52,3655.68,1365.84,143.47
433,"Serum LightCoral 902","Beauty",42,52,4923.36,3154.84,1768.52,117.22
434,"Serum Blue 359","Beauty",77,104,3718.00,2278.64,1439.36,48.29
435,"Conditioner Aquamarine 924","Beauty",47,51,4236.06,2730.03,1506.03,90.13
436,"Lipstick Azure 770","Beauty",39,51,4940.37,3000.84,1939.53,126.68
437,"Shampoo Tan 738","Beauty",66,81,3389.04,2187.81,1201.23,51.35
438,"Lipstick Gold 256","Beauty",97,119,1763.58,1356.60,406.98,18.00
439,"Shampoo Thistle 947","Beauty",27,31,3201.06,1655.40,1545.66,118.56
440,"Sunscreen Sienna 243","Beauty",41,64,6986.88,5136.64,1850.24,170.41
441,"Sunscreen LemonChiffon 115","Beauty",43,52,5231.20,3609.32,1621.88,121.66
442,"Lipstick RosyBrown 771","Beauty",123,167,1055.44,828.32,227.12,8.51
443,"Shampoo DarkMagenta 246","Beauty",74,105,3543.75,1879.50,1664.25,47.25
444,"Serum Plum 903","Beauty",81,106,2793.10,1775.50,1017.60,34.06
445,"Serum Snow 647","Beauty",60,79,2289.42,1421.21,868.21,38.16
446,"Serum YellowGreen 900","Beauty",57,66,4955.94,3500.64,1455.30,86.95
447,"Moisturizer OrangeRed 906","Beauty",43,47,3847.89,2955.83,892.06,89.49
448,"Lipstick Tan 809","Beauty",20,28,2840.88,1588.72,1252.16,142.04
449,"Serum Linen 549","Beauty",61,73,4820.92,3483.56,1337.36,79.03
450,"Lipstick IndianRed 370","Beauty",39,53,5645.03,3762.47,1882.56,144.74
451,"Conditioner Khaki 604","Beauty",63,97,3097.21,1678.10,1419.11,49.16
452,"Sunscreen MediumSpringGreen 247","Beauty",93,119,1394.68,892.50,502.18,15.00
453,"Lipstick Gray 652","Beauty",53,69,4244.19,2756.55,1487.64,80.08
454,"Sunscreen DarkSlateGray 960","Beauty",37,55,5732.65,2877.60,2855.05,154.94
455,"Shampoo PaleGreen 781","Beauty",73,104,6117.28,4091.36,2025.92,83.80
456,"Shampoo MediumTurquoise 528","Beauty",44,64,6506.88,3985.28,2521.60,147.88
457,"Lipstick CadetBlue 751","Beauty",82,100,1367.00,945.00,422.00,16.67
458,"Lipstick DarkSeaGreen 798","Beauty",97,124,1026.72,700.60,326.12,10.58
459,"Lipstick Aquamarine 196","Beauty",28,36,4036.32,2418.48,1617.84,144.15
460,"Sunscreen Cornsilk 247","Beauty",53,70,4247.60,3088.40,1159.20,80.14
461,"Moisturizer LightCyan 229","Beauty",69,93,2747.22,1715.85,1031.37,39.81
462,"Shampoo Plum 449","Beauty",91,109,1728.74,1206.63,522.11,19.00
463,"Conditioner DodgerBlue 315","Beauty",50,57,5388.21,3589.86,1798.35,107.76
464,"Shampoo Chartreuse 667","Beauty",71,85,4679.25,2932.50,1746.75,65.90
465,"Moisturizer DarkBlue 947","Beauty",32,40,4002.80,2353.20,1649.60,125.09
466,"Conditioner Olive 378","Beauty",61,79,4062.97,2645.71,1417.26,65.53
467,"Sunscreen Tan 604","Beauty",76,99,4420.35,2479.95,1940.40,58.16
468,"Moisturizer LightSkyBlue 406","Beauty",66,89,3831.45,2280.18,1551.27,58.05
469,"Serum LemonChiffon 903","Beauty",40,45,3259.80,2250.90,1008.90,81.50
470,"Moisturizer LightYellow 515","Beauty",60,72,3662.64,2440.08,1222.56,61.04
471,"Sunscreen Brown 211","Beauty",53,62,4403.24,2728.00,1675.24,81.54
472,"Moisturizer Salmon 586","Beauty",89,123,1271.82,949.56,322.26,14.29
473,"Sunscreen GhostWhite 612","Beauty",40,46,4282.14,2218.12,2064.02,107.05
474,"Sunscreen DimGray 741","Beauty",57,76,5726.60,3923.12,1803.48,100.47
475,"Lipstick LightGreen 797","Beauty",49,72,6126.48,4159.44,1967.04,122.53
476,"Moisturizer RosyBrown 568","Beauty",87,111,3267.84,2287.71,980.13,37.13
477,"Lipstick AliceBlue 285","Beauty",36,53,4913.63,2606.01,2307.62,136.49
478,"Moisturizer LightGray 771","Beauty",58,91,4866.68,2579.85,2286.83,83.91
479,"Moisturizer Moccasin 905","Beauty",75,97,4599.74,3434.77,1164.97,59.74
480,"Shampoo MediumPurple 409","Beauty",40,52,3621.28,2090.92,1530.36,90.53
481,"Serum MediumBlue 541","Beauty",74,82,4387.82,2613.34,1774.48,59.29
482,"Sunscreen LemonChiffon 155","Beauty",46,53,4176.40,3258.44,917.96,90.79
483,"Conditioner BlanchedAlmond 221","Beauty",49,60,4215.60,2157.60,2058.00,86.03
484,"Conditioner Magenta 557","Beauty",52,65,4625.40,3587.35,1038.05,88.95
485,"Moisturizer IndianRed 706","Beauty",108,146,967.98,597.14,370.84,8.88
486,"Lipstick MintCream 522","Beauty",42,56,6596.24,4239.20,2357.04,157.05
487,"Sunscreen Gainsboro 317","Beauty",97,134,2241.82,1554.40,687.42,22.88
488,"Serum AliceBlue 109","Beauty",46,53,4085.77,2566.26,1519.51,88.82
489,"Lipstick MediumSeaGreen 979","Beauty",41,50,4099.00,3263.00,836.00,99.98
490,"Moisturizer Olive 583","Beauty",63,87,2618.70,1405.05,1213.65,41.57
491,"Moisturizer DarkBlue 561","Beauty",70,100,3668.00,2460.00,1208.00,52.40
492,"Lipstick Sienna 474","Beauty",42,54,4891.32,3799.98,1091.34,116.46
493,"Lipstick LightSeaGreen 847","Beauty",46,65,5658.90,4281.55,1377.35,123.02
494,"Moisturizer SteelBlue 610","Beauty",70,88,3406.48,2273.04,1133.44,48.66
495,"Conditioner Green 153","Beauty",42,55,4510.00,3458.95,1051.05,107.38
496,"Lipstick LightBlue 766","Beauty",139,179,1553.72,805.50,748.22,11.18
497,"Lipstick Tan 418","Beauty",48,60,5939.40,3111.60,2827.80,123.74
498,"Shampoo AntiqueWhite 981","Beauty",47,58,5155.62,2834.46,2321.16,109.69
499,"Conditioner DarkGoldenRod 688","Beauty",40,62,4651.86,2767.06,1884.80,116.30
500,"Lipstick LightGray 248","Beauty",68,96,5323.20,3742.08,1581.12,77.15
501,"Moisturizer DarkCyan 744","Beauty",75,107,5005.46,3471.08,1534.38,66.74
502,"Conditioner DarkTurquoise 563","Beauty",46,74,4428.90,3248.60,1180.30,96.28
503,"Shampoo PaleGoldenRod 399","Beauty",45,58,5523.34,3700.98,1822.36,122.74
504,"Shampoo BlueViolet 820","Beauty",111,147,1759.59,1393.56,366.03,15.71
505,"Sunscreen OrangeRed 115","Beauty",76,92,3972.56,2708.48,1264.08,52.27
506,"Serum Beige 538","Beauty",51,69,5114.97,3031.17,2083.80,100.29
507,"Serum Lime 716","Beauty",71,98,4735.36,3340.82,1394.54,66.70
508,"Serum LimeGreen 101","Beauty",33,43,4207.98,2461.75,1746.23,127.51
509,"Shampoo Lavender 700","Beauty",66,88,3102.00,1943.92,1158.08,47.00
510,"Moisturizer DarkBlue 988","Beauty",70,84,3207.12,1738.80,1468.32,45.82
511,"Sunscreen Wheat 916","Beauty",71,100,2190.00,1736.00,454.00,30.85
512,"Sunscreen DeepSkyBlue 455","Beauty",36,44,3684.12,2852.08,832.04,102.34
513,"Sunscreen Orange 916","Beauty",90,119,1758.82,1170.96,587.86,19.54
514,"Cycling Helmet MediumOrchid 339","Sports",76,98,6519.94,4727.52,1792.42,85.79
515,"Tennis Racket Snow 576","Sports",21,28,5185.88,3647.28,1538.60,246.95
516,"Dumbbell DeepPink 109","Sports",8,10,2783.90,1881.70,902.20,347.99
517,"Cycling Helmet LightSkyBlue 925","Sports",41,49,6969.76,3668.14,3301.62,169.99
518,"Tennis Racket DarkViolet 693","Sports",14,26,6070.22,3459.30,2610.92,433.59
519,"Water Bottle Brown 634","Sports",7,9,2429.10,1859.58,569.52,347.01
520,"Tennis Racket Thistle 293","Sports",38,48,7063.68,4780.80,2282.88,185.89
521,"Dumbbell Pink 817","Sports",66,95,6095.20,3378.20,2717.00,92.35
522,"Tennis Racket Tan 512","Sports",50,71,8090.45,5415.17,2675.28,161.81
523,"Water Bottle DarkSlateGray 605","Sports",9,9,2324.07,1333.80,990.27,258.23
524,"Tennis Racket Violet 574","Sports",8,13,3392.74,2074.67,1318.07,424.09
525,"Yoga Mat Tan 453","Sports",70,97,5199.20,3530.80,1668.40,74.27
526,"Tennis Racket Azure 134","Sports",34,38,6067.84,3071.54,2996.30,178.47
527,"Dumbbell Khaki 597","Sports",3,3,891.60,677.46,214.14,297.20
528,"Water Bottle DarkBlue 897","Sports",23,30,5208.60,3013.20,2195.40,217.03
529,"Tennis Racket Black 885","Sports",40,56,7413.28,5811.68,1601.60,185.33
530,"Water Bottle BlueViolet 360","Sports",11,11,2718.10,2144.67,573.43,247.10
531,"Yoga Mat DarkSlateBlue 487","Sports",43,50,5347.00,4269.00,1078.00,121.52
532,"Yoga Mat MistyRose 478","Sports",82,107,1716.28,876.33,839.95,20.93
533,"Cycling Helmet DarkKhaki 165","Sports",39,58,8709.28,6563.86,2145.42,223.31
534,"Water Bottle OldLace 823","Sports",15,24,4675.92,3631.44,1044.48,311.73
535,"Yoga Mat RoyalBlue 756","Sports",56,78,6481.80,4338.36,2143.44,115.75
536,"Yoga Mat BurlyWood 502","Sports",5,6,1723.62,1208.10,515.52,344.72
537,"Dumbbell Azure 340","Sports",41,49,6807.08,3729.88,3077.20,166.03
538,"Dumbbell White 460","Sports",65,82,4777.32,3738.38,1038.94,73.50
539,"Yoga Mat LemonChiffon 957","Sports",10,18,4888.80,3771.00,1117.80,488.88
540,"Yoga Mat SlateGray 857","Sports",59,81,6748.11,4412.88,2335.23,114.37
541,"Cycling Helmet LightGray 873","Sports",84,113,2743.64,1490.47,1253.17,32.66
542,"Yoga Mat AliceBlue 405","Sports",8,8,2258.40,1587.84,670.56,282.30
543,"Water Bottle SaddleBrown 207","Sports",23,27,4879.17,3548.88,1330.29,212.14
544,"Cycling Helmet CornflowerBlue 227","Sports",47,62,6359.96,3670.40,2689.56,135.32
545,"Tennis Racket SteelBlue 344","Sports",29,31,4604.74,2535.18,2069.56,158.78
546,"Dumbbell WhiteSmoke 579","Sports",9,10,2749.80,2110.90,638.90,305.53
547,"Dumbbell DarkGoldenRod 952","Sports",13,13,3136.38,1715.87,1420.51,241.26
548,"Dumbbell Violet 482","Sports",80,129,3961.59,2715.45,1246.14,49.52
549,"Dumbbell Coral 494","Sports",11,19,4470.13,3519.75,950.38,406.38
550,"Yoga Mat Sienna 447","Sports",21,33,6318.84,4016.76,2302.08,300.90
551,"Tennis Racket LightCoral 743","Sports",14,24,5959.92,3833.76,2126.16,425.71
552,"Tennis Racket Crimson 158","Sports",54,71,3527.99,1998.65,1529.34,65.33
553,"Dumbbell LightGray 248","Sports",16,18,3895.38,2594.34,1301.04,243.46
554,"Cycling Helmet LavenderBlush 521","Sports",9,13,3409.25,1977.04,1432.21,378.81
555,"Dumbbell GreenYellow 959","Sports",76,107,5720.22,3325.56,2394.66,75.27
556,"Tennis Racket Lavender 602","Sports",40,44,4649.92,2559.04,2090.88,116.25
557,"Yoga Mat Salmon 216","Sports",51,72,7263.36,5599.44,1663.92,142.42
558,"Dumbbell Snow 906","Sports",9,15,4406.40,2278.35,2128.05,489.60
559,"Dumbbell Olive 222","Sports",25,35,6002.50,4505.55,1496.95,240.10
560,"Tennis Racket Crimson 542","Sports",6,7,1598.94,1265.11,333.83,266.49
561,"Tennis Racket Silver 199","Sports",7,7,2096.08,1629.74,466.34,299.44
562,"Cycling Helmet LightSlateGray 158","Sports",48,63,5828.13,4481.19,1346.94,121.42
563,"Tennis Racket Brown 552","Sports",71,96,4814.40,3331.20,1483.20,67.81
564,"Water Bottle Gray 101","Sports",50,68,7312.72,3963.72,3349.00,146.25
565,"Water Bottle Crimson 141","Sports",62,83,7605.29,4623.93,2981.36,122.67
566,"Cycling Helmet DarkViolet 241","Sports",52,73,5236.29,3515.68,1720.61,100.70
567,"Dumbbell MediumPurple 279","Sports",23,31,4969.92,2828.44,2141.48,216.08
568,"Dumbbell LightCyan 723","Sports",27,37,6785.43,5080.10,1705.33,251.31
569,"Cycling Helmet LimeGreen 240","Sports",10,11,2533.19,1399.86,1133.33,253.32
570,"Water Bottle DarkSlateBlue 296","Sports",18,27,5497.47,3785.13,1712.34,305.42
571,"Water Bottle Aquamarine 808","Sports",43,58,5681.10,2857.66,2823.44,132.12
572,"Water Bottle SkyBlue 156","Sports",24,29,3687.93,2642.48,1045.45,153.66
573,"Water Bottle Chocolate 962","Sports",17,20,4894.20,2939.20,1955.00,287.89
574,"Cycling Helmet SlateBlue 881","Sports",76,94,3231.72,2012.54,1219.18,42.52
575,"Cycling Helmet LightGreen 354","Sports",68,82,3847.44,2692.06,1155.38,56.58
576,"Dumbbell DarkGreen 137","Sports",27,36,6207.48,4939.20,1268.28,229.91
577,"Dumbbell IndianRed 978","Sports",20,25,5326.50,3582.00,1744.50,266.33
578,"Yoga Mat SlateGray 628","Sports",40,44,4928.00,3842.08,1085.92,123.20
579,"Yoga Mat LightSteelBlue 936","Sports",88,119,5149.13,3678.29,1470.84,58.51
580,"Tennis Racket Tomato 690","Sports",11,15,3532.50,2686.20,846.30,321.14
581,"Yoga Mat LightSlateGray 848","Sports",46,57,5308.41,2825.49,2482.92,115.40
582,"Cycling Helmet SandyBrown 923","Sports",39,48,6641.28,3371.52,3269.76,170.29
583,"Water Bottle SeaGreen 190","Sports",78,103,4865.72,2788.21,2077.51,62.38
584,"Dumbbell SeaGreen 419","Sports",23,37,6984.49,3843.93,3140.56,303.67
585,"Tennis Racket DarkOrchid 119","Sports",25,32,5445.44,4283.52,1161.92,217.82
586,"Yoga Mat Green 367","Sports",8,11,3063.28,2210.56,852.72,382.91
587,"Yoga Mat Magenta 575","Sports",13,19,4797.50,3315.31,1482.19,369.04
588,"Water Bottle DarkBlue 459","Sports",49,74,5742.40,3636.36,2106.04,117.19
589,"Yoga Mat Sienna 226","Sports",15,17,3695.63,1897.88,1797.75,246.38
590,"Cycling Helmet Azure 386","Sports",27,32,4868.16,3165.44,1702.72,180.30
591,"Yoga Mat LightSteelBlue 240","Sports",69,100,4363.00,2712.00,1651.00,63.23
592,"Water Bottle Salmon 250","Sports",19,32,5785.92,4387.52,1398.40,304.52
593,"Water Bottle Crimson 945","Sports",28,41,5859.72,3627.27,2232.45,209.28
594,"Yoga Mat Tan 530","Sports",12,12,3381.24,2085.00,1296.24,281.77
595,"Water Bottle RoyalBlue 505","Sports",15,20,5064.00,3330.60,1733.40,337.60
596,"Yoga Mat LightGreen 346","Sports",10,12,2818.32,1695.36,1122.96,281.83
597,"Tennis Racket Orange 677","Sports",21,30,6507.90,4899.90,1608.00,309.90
598,"Tennis Racket HoneyDew 154","Sports",8,8,1967.92,1484.40,483.52,245.99
599,"Tennis Racket HoneyDew 461","Sports",27,34,5408.38,4258.50,1149.88,200.31
600,"Dumbbell Crimson 111","Sports",13,19,4981.61,3481.75,1499.86,383.20
601,"Tennis Racket DarkGoldenRod 432","Sports",83,110,4382.40,2437.60,1944.80,52.17
602,"Cycling Helmet DarkTurquoise 330","Sports",68,92,6129.96,4295.48,1834.48,90.15
603,"Dumbbell Violet 564","Sports",27,31,4056.35,2511.31,1545.04,150.24
604,"Yoga Mat LightGray 141","Sports",9,9,2198.79,1682.73,516.06,244.31
605,"Yoga Mat MistyRose 794","Sports",8,11,2868.36,1968.45,899.91,358.55
606,"Water Bottle DarkSeaGreen 136","Sports",46,56,4919.04,3259.76,1659.28,106.94
607,"Water Bottle Teal 113","Sports",80,97,3622.95,1943.88,1679.07,45.29
608,"Cycling Helmet LightSeaGreen 215","Sports",53,71,5474.10,2801.66,2672.44,103.28
609,"Tennis Racket DarkOliveGreen 161","Sports",52,60,6569.40,3613.80,2955.60,126.33
610,"Water Bottle Moccasin 374","Sports",8,9,2592.45,2012.58,579.87,324.06
611,"Yoga Mat Lavender 251","Sports",33,44,6344.36,4188.36,2156.00,192.25
612,"Cycling Helmet SpringGreen 400","Sports",85,107,4727.26,2549.81,2177.45,55.61
613,"Cycling Helmet SlateBlue 853","Sports",26,30,5297.40,3084.30,2213.10,203.75
614,"Yoga Mat OrangeRed 565","Sports",14,20,4484.00,2628.20,1855.80,320.29
615,"Water Bottle Bisque 495","Sports",13,17,3585.13,2030.99,1554.14,275.78
616,"Dumbbell DimGray 661","Sports",25,36,6054.48,3693.60,2360.88,242.18
617,"Tennis Racket AliceBlue 417","Sports",27,38,7103.72,4551.26,2552.46,263.10
618,"Yoga Mat SlateGray 624","Sports",57,74,5826.76,3300.40,2526.36,102.22
