"customer_id","last_order_date","days_since_last_order","total_orders","total_spent","customer_status"
4548,"2022-10-14",1113,3,247.74,"Churned"
4549,"2024-09-15",411,6,926.72,"Churned"
4550,"2025-05-17",167,2,140.18,"Churned"
4551,"2024-12-13",322,1,85.51,"Churned"
4552,"2025-05-15",169,3,570.27,"Churned"
4553,"2021-07-11",1573,2,359.55,"Churned"
4554,"2024-07-25",463,3,413.44,"Churned"
4555,"2024-07-20",468,1,26.50,"Churned"
4556,"2025-09-16",45,2,91.56,"At Risk"
4557,"2025-02-12",261,3,182.03,"Churned"
4558,"2023-06-19",865,2,272.78,"Churned"
4559,"2025-03-13",232,1,25.79,"Churned"
4560,"2020-07-08",1941,1,294.48,"Churned"
4562,"2022-12-19",1047,3,247.63,"Churned"
4563,"2025-06-08",145,4,785.26,"Churned"
4565,"2024-11-18",347,3,173.31,"Churned"
4567,"2021-11-29",1432,1,211.45,"Churned"
4568,"2022-12-23",1043,2,363.19,"Churned"
4569,"2023-11-11",720,1,118.70,"Churned"
4570,"2022-09-26",1131,2,189.63,"Churned"
4571,"2021-08-20",1533,2,460.32,"Churned"
4572,"2024-06-01",517,2,363.76,"Churned"
4573,"2025-07-23",100,3,380.54,"Churned"
4574,"2023-12-28",673,4,495.14,"Churned"
4577,"2023-06-11",873,1,38.16,"Churned"
4578,"2024-10-16",380,1,144.39,"Churned"
4579,"2023-03-02",974,1,83.31,"Churned"
4581,"2023-12-17",684,2,353.44,"Churned"
4582,"2022-06-26",1223,2,191.51,"Churned"
4583,"2023-11-11",720,2,56.81,"Churned"
4584,"2024-12-24",311,2,1691.16,"Churned"
4585,"2023-10-25",737,1,17.42,"Churned"
4587,"2024-03-15",595,1,95.49,"Churned"
4589,"2021-12-16",1415,1,232.86,"Churned"
4590,"2025-08-23",69,2,333.09,"At Risk"
4591,"2021-04-13",1662,1,45.78,"Churned"
4592,"2022-06-06",1243,2,24.01,"Churned"
4593,"2024-05-03",546,1,61.51,"Churned"
4594,"2023-12-25",676,1,12.73,"Churned"
4595,"2024-06-08",510,1,7.39,"Churned"
4597,"2020-06-16",1963,1,76.01,"Churned"
4598,"2025-10-24",7,2,182.00,"Active"
4599,"2024-10-24",372,1,168.27,"Churned"
4600,"2025-09-04",57,3,229.42,"At Risk"
4601,"2024-02-01",638,3,469.72,"Churned"
4602,"2023-04-26",919,2,62.42,"Churned"
4604,"2022-04-06",1304,1,33.58,"Churned"
4605,"2024-04-20",559,2,112.53,"Churned"
4606,"2023-11-02",729,1,19.35,"Churned"
4607,"2023-01-31",1004,2,107.09,"Churned"
4608,"2023-01-16",1019,2,273.50,"Churned"
4609,"2024-10-11",385,2,97.30,"Churned"
4610,"2022-01-31",1369,1,19.58,"Churned"
4611,"2021-01-20",1745,2,289.94,"Churned"
4612,"2025-09-24",37,3,593.90,"At Risk"
4613,"2025-03-27",218,2,217.43,"Churned"
4614,"2020-06-26",1953,2,291.40,"Churned"
4616,"2025-05-18",166,1,27.45,"Churned"
4618,"2021-11-07",1454,1,7.27,"Churned"
4619,"2024-08-28",429,2,481.16,"Churned"
4621,"2025-03-13",232,2,315.28,"Churned"
4622,"2024-09-17",409,2,271.16,"Churned"
4623,"2022-06-04",1245,3,415.95,"Churned"
4625,"2024-07-14",474,2,302.06,"Churned"
4626,"2022-01-06",1394,1,179.51,"Churned"
4627,"2022-10-30",1097,1,372.14,"Churned"
4629,"2025-07-22",101,5,561.21,"Churned"
4630,"2023-11-18",713,1,612.54,"Churned"
4631,"2021-11-19",1442,2,791.63,"Churned"
4632,"2025-01-29",275,3,483.62,"Churned"
4633,"2025-08-14",78,2,272.43,"At Risk"
4634,"2023-01-22",1013,1,61.54,"Churned"
4635,"2024-09-16",410,4,368.99,"Churned"
4636,"2025-01-25",279,4,635.72,"Churned"
4637,"2025-03-10",235,3,353.69,"Churned"
4638,"2024-04-13",566,2,604.48,"Churned"
4640,"2025-03-16",229,4,627.30,"Churned"
4641,"2024-09-29",397,5,632.16,"Churned"
4643,"2025-05-27",157,1,192.98,"Churned"
4644,"2021-02-21",1713,2,244.45,"Churned"
4645,"2022-03-22",1319,1,29.29,"Churned"
4646,"2023-06-15",869,1,97.28,"Churned"
4647,"2023-07-28",826,2,1755.86,"Churned"
4648,"2024-12-30",305,3,364.85,"Churned"
4649,"2024-12-26",309,1,7.04,"Churned"
4650,"2025-04-17",197,3,597.24,"Churned"
4651,"2021-06-08",1606,2,120.08,"Churned"
4652,"2023-07-07",847,1,55.94,"Churned"
4653,"2025-01-03",301,2,308.77,"Churned"
4654,"2020-12-09",1787,1,361.44,"Churned"
4656,"2024-06-18",500,5,1268.41,"Churned"
4659,"2025-05-24",160,5,306.13,"Churned"
4660,"2021-05-20",1625,3,86.21,"Churned"
4661,"2025-06-22",131,1,74.14,"Churned"
4663,"2024-12-27",308,2,295.65,"Churned"
4664,"2021-07-17",1567,1,35.49,"Churned"
4665,"2023-06-15",869,3,291.81,"Churned"
4666,"2021-08-28",1525,2,268.66,"Churned"
4667,"2023-04-16",929,1,29.53,"Churned"
4668,"2024-08-06",451,3,198.38,"Churned"
4669,"2024-09-29",397,1,287.39,"Churned"
4670,"2024-02-12",627,1,43.66,"Churned"
4672,"2023-06-19",865,1,464.48,"Churned"
4673,"2020-02-28",2072,1,220.78,"Churned"
4674,"2021-12-12",1419,2,452.55,"Churned"
4675,"2023-03-21",955,3,551.52,"Churned"
4676,"2025-06-20",133,3,412.45,"Churned"
4677,"2023-01-15",1020,2,279.25,"Churned"
4678,"2025-01-19",285,2,42.38,"Churned"
4679,"2022-12-17",1049,2,311.68,"Churned"
4680,"2023-06-28",856,2,222.01,"Churned"
4681,"2024-09-27",399,3,237.30,"Churned"
4682,"2025-02-20",253,2,637.36,"Churned"
4683,"2024-11-12",353,2,85.14,"Churned"
4684,"2025-05-30",154,3,373.52,"Churned"
4686,"2021-06-15",1599,1,146.84,"Churned"
4687,"2023-11-29",702,2,282.34,"Churned"
4688,"2025-01-02",302,1,108.85,"Churned"
4689,"2020-08-05",1913,1,89.20,"Churned"
4690,"2024-11-06",359,1,48.54,"Churned"
4691,"2020-05-10",2000,1,24.33,"Churned"
4692,"2023-06-06",878,2,158.16,"Churned"
4693,"2021-07-22",1562,1,223.62,"Churned"
4694,"2025-05-01",183,2,122.23,"Churned"
4696,"2024-03-30",580,1,66.53,"Churned"
4697,"2020-05-21",1989,2,187.54,"Churned"
4698,"2025-07-11",112,3,214.04,"Churned"
4699,"2025-07-18",105,3,241.21,"Churned"
4700,"2025-08-11",81,3,507.39,"At Risk"
4702,"2022-10-13",1114,1,88.96,"Churned"
4703,"2025-09-08",53,1,25.31,"At Risk"
4704,"2022-01-05",1395,2,289.33,"Churned"
4705,"2025-08-12",80,3,453.66,"At Risk"
4706,"2022-03-25",1316,1,57.52,"Churned"
4707,"2020-09-19",1868,1,61.50,"Churned"
4708,"2022-12-19",1047,1,421.64,"Churned"
4709,"2020-11-21",1805,2,214.62,"Churned"
4710,"2024-09-20",406,1,136.09,"Churned"
4714,"2022-09-13",1144,1,178.35,"Churned"
4715,"2022-11-07",1089,2,167.55,"Churned"
4717,"2025-05-15",169,3,280.36,"Churned"
4719,"2024-05-23",526,1,78.00,"Churned"
4720,"2025-01-23",281,2,85.69,"Churned"
4721,"2024-08-18",439,2,220.62,"Churned"
4722,"2024-11-20",345,4,402.09,"Churned"
4723,"2020-02-21",2079,1,165.74,"Churned"
4724,"2023-01-17",1018,1,203.61,"Churned"
4725,"2024-08-18",439,1,28.73,"Churned"
4726,"2025-10-19",12,5,745.12,"Active"
4727,"2025-04-27",187,4,271.55,"Churned"
4728,"2024-06-20",498,2,172.60,"Churned"
4729,"2023-09-21",771,3,233.67,"Churned"
4730,"2025-05-26",158,4,949.78,"Churned"
4732,"2024-07-22",466,3,225.12,"Churned"
4733,"2024-10-25",371,1,113.32,"Churned"
4735,"2025-06-16",137,3,782.83,"Churned"
4736,"2023-05-28",887,1,24.73,"Churned"
4737,"2021-09-12",1510,1,131.00,"Churned"
4738,"2025-10-22",9,3,104.97,"Active"
4739,"2025-07-22",101,2,87.75,"Churned"
4740,"2025-06-05",148,3,576.11,"Churned"
4741,"2023-04-21",924,2,95.02,"Churned"
4742,"2025-03-29",216,3,238.93,"Churned"
4743,"2024-08-22",435,2,268.09,"Churned"
4744,"2023-04-01",944,3,192.91,"Churned"
4745,"2022-09-20",1137,1,63.56,"Churned"
4746,"2022-04-24",1286,1,53.96,"Churned"
4748,"2025-06-25",128,2,140.52,"Churned"
4749,"2023-06-20",864,3,1058.53,"Churned"
4750,"2021-10-21",1471,1,73.44,"Churned"
4751,"2025-04-13",201,2,506.19,"Churned"
4752,"2025-10-23",8,2,364.67,"Active"
4753,"2023-02-04",1000,3,236.75,"Churned"
4754,"2022-06-05",1244,2,133.17,"Churned"
4757,"2021-10-28",1464,4,312.53,"Churned"
4758,"2020-12-05",1791,2,202.44,"Churned"
4760,"2024-07-10",478,3,206.66,"Churned"
4762,"2022-07-22",1197,1,28.59,"Churned"
4763,"2025-05-03",181,3,171.74,"Churned"
4764,"2025-07-18",105,2,170.53,"Churned"
4765,"2024-06-09",509,3,214.74,"Churned"
4766,"2020-05-01",2009,1,103.64,"Churned"
4767,"2023-09-26",766,3,206.74,"Churned"
4768,"2020-05-30",1980,2,35.78,"Churned"
4769,"2020-10-06",1851,1,97.33,"Churned"
4770,"2025-03-11",234,2,555.49,"Churned"
4771,"2022-08-24",1164,1,192.69,"Churned"
4772,"2023-04-25",920,4,809.96,"Churned"
4773,"2021-08-13",1540,1,172.55,"Churned"
4774,"2025-05-21",163,4,252.39,"Churned"
4775,"2022-03-20",1321,2,368.14,"Churned"
4776,"2025-10-07",24,1,262.57,"Active"
4777,"2021-04-27",1648,1,83.09,"Churned"
4778,"2021-08-27",1526,2,228.18,"Churned"
4779,"2025-08-07",85,3,616.38,"At Risk"
4780,"2022-02-21",1348,1,30.89,"Churned"
4782,"2024-07-10",478,3,526.70,"Churned"
4783,"2021-07-28",1556,1,188.07,"Churned"
4784,"2022-01-01",1399,2,223.64,"Churned"
4786,"2024-04-11",568,1,11.22,"Churned"
4787,"2022-06-10",1239,2,128.18,"Churned"
4788,"2025-01-05",299,1,501.65,"Churned"
4790,"2025-07-01",122,4,564.33,"Churned"
4791,"2024-10-11",385,3,1142.50,"Churned"
4792,"2025-07-25",98,1,201.78,"Churned"
4793,"2025-05-04",180,1,544.54,"Churned"
4794,"2025-08-28",64,3,516.44,"At Risk"
4795,"2025-10-21",10,6,593.74,"Active"
4796,"2021-05-02",1643,3,546.35,"Churned"
4799,"2023-08-03",820,3,423.90,"Churned"
4800,"2025-07-04",119,5,850.49,"Churned"
4801,"2025-08-10",82,1,236.52,"At Risk"
4802,"2024-02-21",618,2,123.94,"Churned"
4803,"2022-07-01",1218,4,391.60,"Churned"
4806,"2025-01-28",276,1,41.67,"Churned"
4807,"2023-09-13",779,1,25.74,"Churned"
4808,"2020-10-25",1832,1,141.18,"Churned"
4809,"2024-06-13",505,3,717.41,"Churned"
4810,"2025-01-23",281,4,382.01,"Churned"
4811,"2022-05-19",1261,2,178.17,"Churned"
4812,"2024-08-14",443,4,217.16,"Churned"
4813,"2022-08-17",1171,2,32.06,"Churned"
4814,"2025-04-29",185,4,213.63,"Churned"
4815,"2024-02-08",631,1,102.13,"Churned"
4818,"2025-01-25",279,2,272.61,"Churned"
4819,"2021-05-24",1621,1,151.66,"Churned"
4820,"2023-06-11",873,3,318.01,"Churned"
4821,"2024-09-20",406,1,34.62,"Churned"
4822,"2025-04-24",190,4,496.08,"Churned"
4824,"2025-01-29",275,4,444.04,"Churned"
4825,"2025-01-16",288,3,127.63,"Churned"
4827,"2023-12-16",685,1,12.44,"Churned"
4828,"2022-07-17",1202,2,140.65,"Churned"
4829,"2023-12-29",672,2,690.37,"Churned"
4831,"2025-10-24",7,2,430.64,"Active"
4833,"2024-10-03",393,2,199.78,"Churned"
4834,"2024-09-19",407,1,38.63,"Churned"
4836,"2024-02-11",628,2,226.11,"Churned"
4837,"2022-04-16",1294,1,91.12,"Churned"
4838,"2025-03-11",234,3,201.88,"Churned"
4839,"2023-04-08",937,3,561.05,"Churned"
4840,"2023-06-04",880,2,801.09,"Churned"
4841,"2024-05-30",519,1,180.78,"Churned"
4842,"2025-08-15",77,3,717.29,"At Risk"
4843,"2022-12-21",1045,1,49.02,"Churned"
4845,"2025-04-14",200,1,12.09,"Churned"
4847,"2022-03-20",1321,2,522.18,"Churned"
4848,"2020-05-25",1985,1,44.98,"Churned"
4849,"2022-11-02",1094,1,41.50,"Churned"
4850,"2022-08-28",1160,2,413.88,"Churned"
4852,"2021-07-20",1564,1,479.80,"Churned"
4853,"2025-10-29",2,3,383.42,"Active"
4854,"2022-08-22",1166,1,49.05,"Churned"
4855,"2021-12-06",1425,2,647.81,"Churned"
4856,"2025-09-22",39,4,623.47,"At Risk"
4857,"2025-06-18",135,2,40.74,"Churned"
4858,"2024-06-08",510,3,289.85,"Churned"
4859,"2024-05-20",529,2,321.09,"Churned"
4860,"2024-09-20",406,1,10.38,"Churned"
4862,"2025-08-30",62,3,96.01,"At Risk"
4863,"2022-11-20",1076,1,23.62,"Churned"
4866,"2024-12-03",332,5,665.41,"Churned"
4867,"2025-04-28",186,4,496.50,"Churned"
4868,"2025-01-09",295,1,367.40,"Churned"
4869,"2022-02-28",1341,1,71.35,"Churned"
4871,"2021-06-03",1611,1,208.56,"Churned"
4872,"2025-01-01",303,1,21.90,"Churned"
4873,"2023-01-28",1007,2,458.37,"Churned"
4874,"2024-08-12",445,1,38.88,"Churned"
4878,"2023-09-07",785,1,12.41,"Churned"
4880,"2022-03-02",1339,1,170.09,"Churned"
4881,"2024-06-07",511,2,64.76,"Churned"
4882,"2024-08-09",448,3,607.11,"Churned"
4883,"2021-09-04",1518,1,98.83,"Churned"
4884,"2024-10-08",388,3,184.46,"Churned"
4886,"2024-09-25",401,1,113.81,"Churned"
4887,"2025-04-05",209,3,260.69,"Churned"
4888,"2025-02-07",266,4,437.56,"Churned"
4890,"2025-06-14",139,4,646.28,"Churned"
4891,"2022-01-17",1383,1,221.34,"Churned"
4892,"2024-11-08",357,2,287.72,"Churned"
4893,"2022-02-17",1352,2,162.73,"Churned"
4894,"2023-10-30",732,1,4.73,"Churned"
4895,"2023-03-17",959,2,250.18,"Churned"
4897,"2021-01-12",1753,1,144.75,"Churned"
4898,"2025-04-29",185,3,145.21,"Churned"
4899,"2021-12-17",1414,2,192.77,"Churned"
4900,"2022-02-02",1367,4,1815.04,"Churned"
4901,"2025-03-06",239,2,462.63,"Churned"
4904,"2024-07-11",477,1,130.26,"Churned"
4905,"2021-09-13",1509,1,146.03,"Churned"
4906,"2023-10-11",751,1,186.18,"Churned"
4907,"2023-10-29",733,3,352.71,"Churned"
4908,"2025-06-24",129,3,140.68,"Churned"
4910,"2023-06-10",874,1,118.78,"Churned"
4911,"2020-09-18",1869,1,124.88,"Churned"
4912,"2021-03-30",1676,1,143.62,"Churned"
4913,"2023-10-23",739,1,111.49,"Churned"
4914,"2024-08-11",446,2,430.76,"Churned"
4915,"2023-03-06",970,2,206.24,"Churned"
4916,"2020-06-17",1962,2,38.10,"Churned"
4920,"2023-05-07",908,1,173.78,"Churned"
4922,"2022-08-16",1172,1,656.73,"Churned"
4924,"2023-10-12",750,1,33.14,"Churned"
4925,"2022-10-13",1114,1,305.26,"Churned"
4926,"2023-11-26",705,2,175.64,"Churned"
4927,"2025-05-20",164,3,210.61,"Churned"
4929,"2023-03-09",967,1,45.31,"Churned"
4931,"2024-09-04",422,2,265.28,"Churned"
4932,"2025-05-28",156,3,237.24,"Churned"
4933,"2025-02-18",255,5,856.77,"Churned"
4934,"2022-12-24",1042,2,812.19,"Churned"
4935,"2023-02-07",997,2,331.42,"Churned"
4936,"2025-08-27",65,2,711.59,"At Risk"
4938,"2023-02-26",978,1,123.94,"Churned"
4939,"2024-04-24",555,3,343.66,"Churned"
4940,"2021-05-23",1622,3,646.09,"Churned"
4941,"2021-04-25",1650,2,535.67,"Churned"
4942,"2023-11-26",705,2,182.92,"Churned"
4943,"2022-04-26",1284,2,100.83,"Churned"
4944,"2025-10-04",27,1,35.02,"Active"
4946,"2020-04-29",2011,1,81.10,"Churned"
4947,"2022-05-06",1274,2,85.01,"Churned"
4948,"2024-09-16",410,1,104.60,"Churned"
4949,"2021-03-10",1696,1,28.89,"Churned"
4950,"2024-08-18",439,4,846.21,"Churned"
4951,"2022-09-27",1130,2,385.51,"Churned"
4952,"2023-11-11",720,2,114.64,"Churned"
4953,"2024-06-07",511,2,409.30,"Churned"
4954,"2025-01-21",283,1,42.86,"Churned"
4955,"2020-06-20",1959,1,160.12,"Churned"
4956,"2024-12-19",316,1,97.37,"Churned"
4957,"2023-04-12",933,1,91.41,"Churned"
4958,"2024-02-04",635,1,14.84,"Churned"
4959,"2025-05-07",177,4,1226.30,"Churned"
4960,"2023-03-31",945,4,419.30,"Churned"
4962,"2022-07-13",1206,1,14.02,"Churned"
4963,"2025-06-20",133,6,481.67,"Churned"
4964,"2025-07-04",119,3,158.28,"Churned"
4965,"2024-06-25",493,3,516.41,"Churned"
4966,"2023-07-29",825,2,115.24,"Churned"
4968,"2022-07-10",1209,2,262.99,"Churned"
4969,"2025-07-12",111,3,119.16,"Churned"
4970,"2025-09-28",33,2,177.86,"At Risk"
4971,"2025-09-24",37,2,123.26,"At Risk"
4972,"2025-05-17",167,2,107.22,"Churned"
4973,"2021-05-15",1630,2,313.82,"Churned"
4974,"2024-12-04",331,3,311.65,"Churned"
4975,"2023-02-13",991,3,364.67,"Churned"
4976,"2022-10-27",1100,1,270.76,"Churned"
4977,"2024-04-03",576,2,325.93,"Churned"
4978,"2020-06-06",1973,2,265.22,"Churned"
4981,"2021-12-20",1411,2,291.26,"Churned"
4982,"2022-10-03",1124,1,269.73,"Churned"
4983,"2023-01-18",1017,6,1042.86,"Churned"
4984,"2022-08-03",1185,1,75.86,"Churned"
4985,"2022-04-17",1293,1,504.18,"Churned"
4986,"2023-04-05",940,1,495.58,"Churned"
4987,"2021-11-20",1441,2,191.17,"Churned"
4988,"2025-10-24",7,2,274.31,"Active"
4989,"2022-08-12",1176,1,72.63,"Churned"
4990,"2022-01-16",1384,2,613.76,"Churned"
4991,"2021-08-27",1526,1,113.27,"Churned"
4993,"2021-02-12",1722,3,329.50,"Churned"
4994,"2025-05-29",155,5,679.60,"Churned"
4995,"2023-09-27",765,1,97.38,"Churned"
4996,"2025-08-02",90,1,161.20,"At Risk"
4997,"2021-08-29",1524,1,14.52,"Churned"
4998,"2023-09-17",775,1,129.37,"Churned"
4999,"2025-08-01",91,1,321.96,"Churned"
5001,"2025-08-12",80,2,148.34,"At Risk"
5002,"2023-05-15",900,2,325.37,"Churned"
5003,"2024-06-14",504,1,257.35,"Churned"
5004,"2021-02-12",1722,1,103.38,"Churned"
5005,"2022-08-26",1162,1,122.42,"Churned"
5006,"2022-08-17",1171,2,271.00,"Churned"
5008,"2023-09-19",773,2,54.25,"Churned"
5009,"2024-06-27",491,1,104.91,"Churned"
5010,"2025-08-15",77,2,659.31,"At Risk"
5012,"2025-07-04",119,3,189.02,"Churned"
5013,"2023-01-23",1012,1,28.65,"Churned"
5014,"2024-10-21",375,2,458.47,"Churned"
5015,"2025-07-10",113,3,555.19,"Churned"
5016,"2024-05-30",519,1,303.61,"Churned"
5017,"2024-01-18",652,1,42.36,"Churned"
5018,"2024-02-14",625,3,118.66,"Churned"
5021,"2021-04-18",1657,1,283.94,"Churned"
5022,"2024-11-02",363,1,297.88,"Churned"
5023,"2024-12-25",310,3,220.10,"Churned"
5025,"2022-08-14",1174,1,97.42,"Churned"
5026,"2022-06-17",1232,3,67.75,"Churned"
5028,"2025-08-19",73,2,45.62,"At Risk"
5029,"2025-03-14",231,3,633.90,"Churned"
5030,"2023-08-18",805,3,275.35,"Churned"
5031,"2021-10-22",1470,1,38.40,"Churned"
5032,"2024-01-04",666,3,391.29,"Churned"
5034,"2020-12-01",1795,1,37.18,"Churned"
5035,"2025-07-30",93,3,249.26,"Churned"
5036,"2025-10-08",23,1,221.28,"Active"
5037,"2021-04-25",1650,3,267.16,"Churned"
5038,"2025-09-12",49,2,180.75,"At Risk"
5039,"2024-07-26",462,2,364.24,"Churned"
5040,"2025-02-27",246,2,178.95,"Churned"
5041,"2023-04-28",917,5,1106.25,"Churned"
5042,"2022-11-11",1085,2,231.98,"Churned"
5043,"2025-01-14",290,2,237.78,"Churned"
5044,"2023-07-15",839,5,540.74,"Churned"
5045,"2021-08-31",1522,1,26.40,"Churned"
5046,"2023-10-09",753,1,265.08,"Churned"
5047,"2024-10-21",375,3,135.02,"Churned"
5048,"2021-10-06",1486,1,20.46,"Churned"
5049,"2025-09-23",38,2,164.20,"At Risk"
5050,"2025-06-11",142,3,431.84,"Churned"
5051,"2023-11-11",720,1,85.46,"Churned"
5052,"2024-02-28",611,1,365.75,"Churned"
5053,"2022-02-19",1350,1,177.22,"Churned"
5054,"2024-12-08",327,2,174.17,"Churned"
5055,"2024-05-20",529,1,23.90,"Churned"
5056,"2023-08-16",807,1,164.22,"Churned"
5057,"2022-05-01",1279,2,169.80,"Churned"
5058,"2024-10-26",370,2,45.24,"Churned"
5059,"2025-03-05",240,1,403.42,"Churned"
5061,"2025-10-13",18,3,174.20,"Active"
5062,"2023-06-18",866,2,171.26,"Churned"
5063,"2025-04-30",184,1,446.23,"Churned"
5064,"2024-08-03",454,4,218.61,"Churned"
5065,"2023-05-07",908,2,297.56,"Churned"
5066,"2022-06-14",1235,2,66.17,"Churned"
5067,"2024-12-15",320,3,553.56,"Churned"
5069,"2023-02-11",993,2,74.76,"Churned"
5070,"2025-04-26",188,2,120.53,"Churned"
5071,"2025-05-15",169,2,32.98,"Churned"
5072,"2021-09-30",1492,2,337.10,"Churned"
5073,"2024-06-21",497,4,120.43,"Churned"
5074,"2023-01-02",1033,5,374.78,"Churned"
5076,"2024-11-25",340,4,488.41,"Churned"
5077,"2025-07-26",97,3,219.53,"Churned"
5078,"2025-09-11",50,5,731.69,"At Risk"
5079,"2024-12-13",322,1,71.07,"Churned"
5080,"2025-10-09",22,2,227.82,"Active"
5082,"2025-09-26",35,2,152.57,"At Risk"
5083,"2023-06-24",860,1,544.18,"Churned"
5085,"2025-09-19",42,2,531.79,"At Risk"
5086,"2024-03-01",609,1,30.82,"Churned"
5087,"2020-01-28",2103,1,17.73,"Churned"
5088,"2021-07-01",1583,2,129.18,"Churned"
5090,"2025-09-24",37,2,451.17,"At Risk"
5091,"2025-06-22",131,3,1427.36,"Churned"
5092,"2025-01-20",284,2,286.46,"Churned"
5093,"2023-04-12",933,2,287.81,"Churned"
5094,"2025-05-13",171,2,153.62,"Churned"
5095,"2025-06-12",141,2,67.77,"Churned"
5097,"2025-05-03",181,5,350.26,"Churned"
5098,"2023-09-30",762,3,414.73,"Churned"
5099,"2022-03-23",1318,2,54.96,"Churned"
5101,"2022-12-26",1040,2,275.08,"Churned"
5103,"2021-01-30",1735,2,281.19,"Churned"
5104,"2024-11-16",349,2,585.73,"Churned"
5105,"2020-02-03",2097,1,29.44,"Churned"
5106,"2025-10-12",19,1,50.01,"Active"
5107,"2022-11-22",1074,3,601.15,"Churned"
5109,"2025-05-09",175,2,218.48,"Churned"
5110,"2025-10-31",0,1,216.36,"Active"
5111,"2024-07-26",462,4,320.18,"Churned"
5113,"2021-01-27",1738,1,83.73,"Churned"
5114,"2023-10-12",750,2,120.00,"Churned"
5115,"2023-08-28",795,3,752.84,"Churned"
5116,"2022-12-09",1057,1,57.08,"Churned"
5117,"2023-06-13",871,4,711.50,"Churned"
5118,"2023-12-22",679,3,640.35,"Churned"
5119,"2025-08-09",83,3,94.96,"At Risk"
5120,"2021-10-11",1481,1,150.37,"Churned"
5121,"2023-12-23",678,4,626.72,"Churned"
5122,"2023-04-28",917,1,122.56,"Churned"
5123,"2022-08-09",1179,1,152.75,"Churned"
5125,"2025-07-20",103,2,255.17,"Churned"
5126,"2025-04-28",186,1,7.04,"Churned"
5127,"2023-01-06",1029,1,213.18,"Churned"
5128,"2025-04-21",193,3,102.31,"Churned"
5129,"2021-03-04",1702,1,16.72,"Churned"
5130,"2023-07-20",834,1,71.73,"Churned"
5131,"2021-08-20",1533,1,273.70,"Churned"
5132,"2025-03-14",231,3,1099.67,"Churned"
5133,"2024-11-21",344,6,842.42,"Churned"
5134,"2021-05-21",1624,1,143.75,"Churned"
5135,"2022-02-26",1343,2,344.86,"Churned"
5137,"2025-06-11",142,4,239.53,"Churned"
5139,"2023-09-02",790,1,79.63,"Churned"
5140,"2022-04-07",1303,3,110.59,"Churned"
5141,"2023-01-31",1004,1,134.00,"Churned"
5142,"2025-08-19",73,3,172.80,"At Risk"
5143,"2022-09-28",1129,2,379.59,"Churned"
5144,"2021-01-15",1750,1,378.55,"Churned"
5147,"2025-07-04",119,1,27.52,"Churned"
5148,"2025-09-20",41,5,652.49,"At Risk"
5149,"2023-04-06",939,1,37.23,"Churned"
5153,"2023-12-09",692,5,353.09,"Churned"
5154,"2022-01-23",1377,1,26.13,"Churned"
5155,"2025-04-28",186,2,66.62,"Churned"
5157,"2022-06-22",1227,1,28.12,"Churned"
5158,"2025-02-27",246,3,291.45,"Churned"
5159,"2021-10-06",1486,1,30.61,"Churned"
5160,"2025-07-22",101,3,579.99,"Churned"
5161,"2021-01-05",1760,1,126.55,"Churned"
5162,"2024-09-02",424,3,336.13,"Churned"
5163,"2022-10-11",1116,2,562.75,"Churned"
5164,"2023-06-08",876,3,885.82,"Churned"
5165,"2022-02-13",1356,1,67.78,"Churned"
5166,"2024-01-29",641,4,642.33,"Churned"
5167,"2024-11-29",336,3,220.68,"Churned"
5168,"2021-04-18",1657,2,292.12,"Churned"
5170,"2025-05-21",163,2,348.83,"Churned"
5171,"2025-06-30",123,1,281.60,"Churned"
5172,"2023-10-01",761,1,31.51,"Churned"
5173,"2024-12-11",324,4,483.40,"Churned"
5174,"2025-06-15",138,4,136.84,"Churned"
5175,"2025-05-17",167,4,744.55,"Churned"
5177,"2024-12-17",318,3,186.35,"Churned"
5178,"2023-04-07",938,4,611.20,"Churned"
5179,"2025-06-13",140,2,258.45,"Churned"
5180,"2025-01-18",286,2,154.89,"Churned"
5182,"2024-12-04",331,2,155.84,"Churned"
5183,"2022-10-10",1117,1,202.25,"Churned"
5184,"2023-01-27",1008,1,102.51,"Churned"
5185,"2022-11-20",1076,1,82.71,"Churned"
5186,"2023-09-20",772,1,102.00,"Churned"
5187,"2025-03-13",232,1,31.42,"Churned"
5188,"2025-07-12",111,3,424.38,"Churned"
5189,"2025-08-13",79,2,232.69,"At Risk"
5190,"2020-09-20",1867,1,47.00,"Churned"
5192,"2024-11-11",354,1,180.71,"Churned"
5194,"2024-08-20",437,1,40.78,"Churned"
5195,"2021-09-18",1504,1,146.96,"Churned"
5196,"2025-06-19",134,2,80.22,"Churned"
5197,"2024-06-29",489,1,87.71,"Churned"
5198,"2025-04-05",209,3,140.84,"Churned"
5199,"2025-09-26",35,5,1323.92,"At Risk"
5200,"2025-10-17",14,3,459.50,"Active"
5201,"2023-05-07",908,1,60.40,"Churned"
5203,"2021-02-08",1726,1,38.79,"Churned"
5204,"2023-11-05",726,1,76.20,"Churned"
5205,"2023-04-15",930,2,119.53,"Churned"
5206,"2025-08-04",88,3,342.37,"At Risk"
5208,"2021-04-28",1647,1,173.75,"Churned"
5209,"2022-01-09",1391,2,280.34,"Churned"
5211,"2025-04-06",208,1,275.86,"Churned"
5212,"2022-01-28",1372,2,386.64,"Churned"
5213,"2025-06-28",125,4,478.46,"Churned"
5214,"2023-09-13",779,1,92.90,"Churned"
5215,"2023-07-25",829,3,470.16,"Churned"
