"customer_id","last_order_date","recency_days","frequency","monetary_value","recency_score","frequency_score","monetary_score","rfm_score"
8335,"2020-11-05",2027,1,136.63,1,2,2,"1,2,2"
7199,"2020-11-05",2027,1,17.55,1,2,1,"1,2,1"
7670,"2020-11-05",2027,1,9.57,1,1,1,"1,1,1"
2818,"2020-11-05",2027,1,33.58,1,2,1,"1,2,1"
12842,"2020-11-05",2027,1,208.87,1,1,3,"1,1,3"
16733,"2020-11-06",2026,2,233.02,1,3,3,"1,3,3"
13891,"2020-11-06",2026,1,47.01,1,1,1,"1,1,1"
15167,"2020-11-06",2026,1,191.88,1,1,3,"1,1,3"
16879,"2020-11-06",2026,2,222.97,1,3,3,"1,3,3"
2703,"2020-11-06",2026,1,161.87,1,1,3,"1,1,3"
7109,"2020-11-06",2026,1,225.17,1,1,3,"1,1,3"
5428,"2020-11-06",2026,2,210.70,1,3,3,"1,3,3"
7353,"2020-11-06",2026,1,133.41,1,2,2,"1,2,2"
10047,"2020-11-07",2025,1,17.19,1,2,1,"1,2,1"
13526,"2020-11-07",2025,1,15.86,1,2,1,"1,2,1"
15367,"2020-11-07",2025,1,135.04,1,2,2,"1,2,2"
19370,"2020-11-07",2025,1,50.33,1,1,1,"1,1,1"
18831,"2020-11-07",2025,1,332.88,1,1,4,"1,1,4"
11220,"2020-11-08",2024,1,7.34,1,1,1,"1,1,1"
15195,"2020-11-08",2024,2,1132.71,1,4,5,"1,4,5"
6259,"2020-11-09",2023,2,178.34,1,3,3,"1,3,3"
2368,"2020-11-09",2023,2,143.36,1,3,2,"1,3,2"
3028,"2020-11-09",2023,2,109.65,1,3,2,"1,3,2"
9089,"2020-11-10",2022,1,58.95,1,1,1,"1,1,1"
10664,"2020-11-10",2022,1,14.60,1,1,1,"1,1,1"
5536,"2020-11-11",2021,1,37.57,1,2,1,"1,2,1"
14561,"2020-11-12",2020,2,118.77,1,3,2,"1,3,2"
155,"2020-11-12",2020,1,39.06,1,2,1,"1,2,1"
16477,"2020-11-12",2020,1,69.52,1,1,1,"1,1,1"
14507,"2020-11-13",2019,1,183.26,1,1,3,"1,1,3"
13637,"2020-11-13",2019,1,51.60,1,1,1,"1,1,1"
13428,"2020-11-13",2019,1,56.24,1,1,1,"1,1,1"
10976,"2020-11-13",2019,1,205.12,1,1,3,"1,1,3"
18235,"2020-11-13",2019,1,303.14,1,1,4,"1,1,4"
11720,"2020-11-14",2018,1,14.03,1,1,1,"1,1,1"
5810,"2020-11-14",2018,1,45.61,1,1,1,"1,1,1"
16987,"2020-11-14",2018,2,200.01,1,3,3,"1,3,3"
1759,"2020-11-14",2018,1,152.66,1,1,3,"1,1,3"
19401,"2020-11-14",2018,2,759.84,1,4,5,"1,4,5"
13584,"2020-11-15",2017,1,176.92,1,1,3,"1,1,3"
19900,"2020-11-15",2017,1,63.41,1,1,1,"1,1,1"
6096,"2020-11-15",2017,1,12.14,1,1,1,"1,1,1"
3145,"2020-11-16",2016,1,119.34,1,2,2,"1,2,2"
7225,"2020-11-16",2016,2,36.16,1,2,1,"1,2,1"
15400,"2020-11-16",2016,1,61.64,1,1,1,"1,1,1"
11597,"2020-11-17",2015,1,185.78,1,1,3,"1,1,3"
10034,"2020-11-17",2015,1,40.67,1,1,1,"1,1,1"
7349,"2020-11-17",2015,1,34.32,1,2,1,"1,2,1"
7257,"2020-11-17",2015,1,175.86,1,1,3,"1,1,3"
6918,"2020-11-17",2015,1,64.99,1,1,1,"1,1,1"
9683,"2020-11-17",2015,1,576.30,1,2,5,"1,2,5"
15817,"2020-11-18",2014,1,104.40,1,2,2,"1,2,2"
4523,"2020-11-18",2014,1,39.06,1,2,1,"1,2,1"
2447,"2020-11-19",2013,1,37.46,1,2,1,"1,2,1"
1732,"2020-11-19",2013,1,597.26,1,2,5,"1,2,5"
4147,"2020-11-19",2013,3,280.53,1,4,4,"1,4,4"
12235,"2020-11-20",2012,2,159.96,1,3,3,"1,3,3"
1926,"2020-11-20",2012,1,212.93,1,1,3,"1,1,3"
1208,"2020-11-20",2012,1,154.48,1,1,3,"1,1,3"
19524,"2020-11-21",2011,1,53.96,1,1,1,"1,1,1"
9880,"2020-11-21",2011,1,10.97,1,1,1,"1,1,1"
13223,"2020-11-21",2011,1,60.96,1,1,1,"1,1,1"
4709,"2020-11-21",2011,2,214.62,1,3,3,"1,3,3"
5726,"2020-11-22",2010,1,484.55,1,2,5,"1,2,5"
18006,"2020-11-22",2010,1,105.39,1,2,2,"1,2,2"
7094,"2020-11-22",2010,2,174.76,1,3,3,"1,3,3"
7309,"2020-11-23",2009,2,106.54,1,3,2,"1,3,2"
3496,"2020-11-24",2008,3,198.07,1,4,3,"1,4,3"
9111,"2020-11-24",2008,1,14.54,1,1,1,"1,1,1"
10028,"2020-11-24",2008,1,31.66,1,2,1,"1,2,1"
1846,"2020-11-24",2008,1,118.83,1,2,2,"1,2,2"
408,"2020-11-24",2008,1,107.60,1,2,2,"1,2,2"
2946,"2020-11-24",2008,2,221.87,1,3,3,"1,3,3"
13400,"2020-11-24",2008,1,35.59,1,2,1,"1,2,1"
10552,"2020-11-25",2007,1,611.11,1,2,5,"1,2,5"
10161,"2020-11-25",2007,1,55.02,1,1,1,"1,1,1"
5796,"2020-11-25",2007,1,64.01,1,1,1,"1,1,1"
8004,"2020-11-25",2007,2,114.09,1,3,2,"1,3,2"
18401,"2020-11-26",2006,1,30.75,1,2,1,"1,2,1"
19598,"2020-11-26",2006,1,67.78,1,1,1,"1,1,1"
10573,"2020-11-26",2006,1,71.90,1,1,1,"1,1,1"
3108,"2020-11-27",2005,1,6.80,1,2,1,"1,2,1"
5826,"2020-11-28",2004,2,383.30,1,4,4,"1,4,4"
17885,"2020-11-28",2004,1,57.52,1,1,1,"1,1,1"
7559,"2020-11-28",2004,1,266.23,1,1,4,"1,1,4"
7234,"2020-11-28",2004,1,231.57,1,1,3,"1,1,3"
2423,"2020-11-29",2003,2,79.87,1,3,2,"1,3,2"
10433,"2020-12-01",2001,1,27.15,1,2,1,"1,2,1"
13920,"2020-12-01",2001,2,236.06,1,3,3,"1,3,3"
5034,"2020-12-01",2001,1,37.18,1,2,1,"1,2,1"
1266,"2020-12-01",2001,3,264.17,1,4,4,"1,4,4"
8292,"2020-12-02",2000,1,162.00,1,1,3,"1,1,3"
7087,"2020-12-02",2000,1,80.06,1,2,2,"1,2,2"
3141,"2020-12-03",1999,1,8.38,1,1,1,"1,1,1"
18238,"2020-12-03",1999,1,53.95,1,1,1,"1,1,1"
7122,"2020-12-04",1998,1,60.44,1,1,1,"1,1,1"
16742,"2020-12-04",1998,1,67.36,1,1,1,"1,1,1"
2235,"2020-12-04",1998,1,40.57,1,1,1,"1,1,1"
8503,"2020-12-04",1998,1,113.56,1,2,2,"1,2,2"
12553,"2020-12-05",1997,1,86.04,1,2,2,"1,2,2"
4116,"2020-12-05",1997,1,27.01,1,2,1,"1,2,1"
4758,"2020-12-05",1997,2,202.44,1,3,3,"1,3,3"
5354,"2020-12-06",1996,1,3.94,1,2,1,"1,2,1"
2954,"2020-12-06",1996,1,43.66,1,1,1,"1,1,1"
10791,"2020-12-06",1996,1,374.77,1,1,4,"1,1,4"
12846,"2020-12-06",1996,1,54.43,1,1,1,"1,1,1"
1718,"2020-12-06",1996,1,99.80,1,2,2,"1,2,2"
17341,"2020-12-07",1995,1,32.45,1,2,1,"1,2,1"
2321,"2020-12-08",1994,1,11.03,1,1,1,"1,1,1"
7807,"2020-12-08",1994,1,7.90,1,1,1,"1,1,1"
15233,"2020-12-09",1993,1,161.60,1,1,3,"1,1,3"
14868,"2020-12-09",1993,1,439.64,1,2,5,"1,2,5"
4654,"2020-12-09",1993,1,361.44,1,1,4,"1,1,4"
3545,"2020-12-09",1993,2,477.86,1,4,5,"1,4,5"
12041,"2020-12-09",1993,1,4.15,1,2,1,"1,2,1"
17119,"2020-12-10",1992,1,9.54,1,1,1,"1,1,1"
18246,"2020-12-11",1991,1,116.25,1,2,2,"1,2,2"
19945,"2020-12-11",1991,1,182.40,1,1,3,"1,1,3"
12517,"2020-12-11",1991,2,394.41,1,4,4,"1,4,4"
2323,"2020-12-12",1990,2,225.54,1,3,3,"1,3,3"
15256,"2020-12-12",1990,1,150.16,1,1,2,"1,1,2"
10814,"2020-12-13",1989,1,67.09,1,1,1,"1,1,1"
7136,"2020-12-13",1989,1,136.34,1,2,2,"1,2,2"
6264,"2020-12-13",1989,1,16.33,1,2,1,"1,2,1"
13667,"2020-12-13",1989,2,681.72,1,4,5,"1,4,5"
15392,"2020-12-14",1988,1,101.21,1,2,2,"1,2,2"
9687,"2020-12-14",1988,1,432.65,1,2,5,"1,2,5"
14877,"2020-12-15",1987,2,304.69,1,4,4,"1,4,4"
13859,"2020-12-15",1987,1,70.64,1,1,1,"1,1,1"
11773,"2020-12-15",1987,1,170.01,1,1,3,"1,1,3"
478,"2020-12-16",1986,2,127.07,1,3,2,"1,3,2"
742,"2020-12-16",1986,1,8.68,1,1,1,"1,1,1"
2890,"2020-12-17",1985,1,106.94,1,2,2,"1,2,2"
4142,"2020-12-17",1985,1,55.71,1,1,1,"1,1,1"
357,"2020-12-17",1985,1,179.55,1,1,3,"1,1,3"
16085,"2020-12-17",1985,1,193.22,1,1,3,"1,1,3"
11723,"2020-12-17",1985,1,133.38,1,2,2,"1,2,2"
13855,"2020-12-18",1984,1,333.71,1,1,4,"1,1,4"
3254,"2020-12-18",1984,1,41.70,1,1,1,"1,1,1"
13345,"2020-12-19",1983,2,1014.66,1,4,5,"1,4,5"
8094,"2020-12-19",1983,1,230.87,1,1,3,"1,1,3"
1528,"2020-12-19",1983,1,81.51,1,2,2,"1,2,2"
14935,"2020-12-19",1983,1,6.18,1,2,1,"1,2,1"
15161,"2020-12-20",1982,1,364.67,1,1,4,"1,1,4"
16913,"2020-12-20",1982,2,430.77,1,4,5,"1,4,5"
1953,"2020-12-21",1981,1,228.00,1,1,3,"1,1,3"
19498,"2020-12-21",1981,1,24.47,1,2,1,"1,2,1"
10799,"2020-12-21",1981,1,37.65,1,2,1,"1,2,1"
7485,"2020-12-21",1981,1,179.17,1,1,3,"1,1,3"
2524,"2020-12-22",1980,2,95.17,1,3,2,"1,3,2"
3619,"2020-12-23",1979,1,153.11,1,1,3,"1,1,3"
3230,"2020-12-23",1979,1,279.07,1,1,4,"1,1,4"
4149,"2020-12-24",1978,1,773.79,1,2,5,"1,2,5"
140,"2020-12-24",1978,1,215.51,1,1,3,"1,1,3"
19113,"2020-12-25",1977,1,632.35,1,2,5,"1,2,5"
13984,"2020-12-25",1977,1,97.36,1,2,2,"1,2,2"
15355,"2020-12-25",1977,1,427.28,1,2,4,"1,2,4"
8756,"2020-12-25",1977,1,46.61,1,1,1,"1,1,1"
7853,"2020-12-25",1977,1,147.80,1,1,2,"1,1,2"
17153,"2020-12-26",1976,2,233.37,1,3,3,"1,3,3"
8193,"2020-12-26",1976,1,84.09,1,2,2,"1,2,2"
11349,"2020-12-26",1976,1,40.93,1,1,1,"1,1,1"
17201,"2020-12-27",1975,1,190.25,1,1,3,"1,1,3"
12792,"2020-12-27",1975,2,259.42,1,3,4,"1,3,4"
2052,"2020-12-27",1975,1,101.42,1,2,2,"1,2,2"
13746,"2020-12-27",1975,1,335.67,1,1,4,"1,1,4"
17988,"2020-12-28",1974,1,3.32,1,1,1,"1,1,1"
4154,"2020-12-29",1973,1,93.26,1,2,2,"1,2,2"
688,"2020-12-29",1973,1,46.29,1,1,1,"1,1,1"
3825,"2020-12-30",1972,1,35.60,1,2,1,"1,2,1"
18384,"2020-12-30",1972,1,61.82,1,1,1,"1,1,1"
7555,"2020-12-31",1971,1,110.69,1,2,2,"1,2,2"
9977,"2021-01-01",1970,1,76.04,1,2,2,"1,2,2"
16873,"2021-01-01",1970,1,81.16,1,2,2,"1,2,2"
4393,"2021-01-01",1970,1,193.13,1,1,3,"1,1,3"
19799,"2021-01-01",1970,2,82.52,1,3,2,"1,3,2"
3575,"2021-01-01",1970,1,13.00,1,1,1,"1,1,1"
1059,"2021-01-01",1970,1,240.35,1,1,3,"1,1,3"
8331,"2021-01-02",1969,1,59.85,1,1,1,"1,1,1"
1710,"2021-01-02",1969,2,298.02,1,4,4,"1,4,4"
8033,"2021-01-03",1968,1,169.19,1,1,3,"1,1,3"
15611,"2021-01-03",1968,1,61.55,1,1,1,"1,1,1"
14335,"2021-01-03",1968,1,104.36,1,2,2,"1,2,2"
16067,"2021-01-03",1968,2,260.07,1,3,4,"1,3,4"
3622,"2021-01-04",1967,1,6.82,1,2,1,"1,2,1"
19289,"2021-01-04",1967,1,609.85,1,2,5,"1,2,5"
1501,"2021-01-04",1967,1,144.46,1,1,2,"1,1,2"
13189,"2021-01-04",1967,1,27.53,1,2,1,"1,2,1"
1721,"2021-01-04",1967,2,79.78,1,3,2,"1,3,2"
16125,"2021-01-04",1967,1,91.43,1,2,2,"1,2,2"
9930,"2021-01-04",1967,1,105.35,1,2,2,"1,2,2"
1974,"2021-01-05",1966,1,268.20,1,1,4,"1,1,4"
15201,"2021-01-05",1966,2,446.52,1,4,5,"1,4,5"
2280,"2021-01-05",1966,1,162.22,1,1,3,"1,1,3"
5161,"2021-01-05",1966,1,126.55,1,2,2,"1,2,2"
2837,"2021-01-06",1965,1,8.50,1,1,1,"1,1,1"
19994,"2021-01-06",1965,1,263.30,1,1,4,"1,1,4"
632,"2021-01-07",1964,3,611.69,1,4,5,"1,4,5"
12289,"2021-01-08",1963,1,108.86,1,2,2,"1,2,2"
19474,"2021-01-08",1963,2,119.79,1,3,2,"1,3,2"
14172,"2021-01-08",1963,1,59.92,1,1,1,"1,1,1"
11123,"2021-01-08",1963,1,298.51,1,1,4,"1,1,4"
987,"2021-01-08",1963,1,15.19,1,2,1,"1,2,1"
15793,"2021-01-08",1963,1,279.83,1,1,4,"1,1,4"
16942,"2021-01-09",1962,1,215.12,1,1,3,"1,1,3"
8014,"2021-01-09",1962,3,642.77,1,4,5,"1,4,5"
17548,"2021-01-09",1962,1,308.97,1,1,4,"1,1,4"
10438,"2021-01-10",1961,2,122.67,1,3,2,"1,3,2"
17364,"2021-01-10",1961,3,467.83,1,5,5,"1,5,5"
18840,"2021-01-10",1961,1,119.71,1,2,2,"1,2,2"
5267,"2021-01-11",1960,1,45.25,1,1,1,"1,1,1"
11763,"2021-01-11",1960,1,68.26,1,1,1,"1,1,1"
8426,"2021-01-11",1960,1,28.92,1,2,1,"1,2,1"
4148,"2021-01-11",1960,1,9.58,1,1,1,"1,1,1"
16702,"2021-01-12",1959,1,4.30,1,2,1,"1,2,1"
19284,"2021-01-12",1959,1,87.97,1,2,2,"1,2,2"
4897,"2021-01-12",1959,1,144.75,1,1,2,"1,1,2"
10900,"2021-01-12",1959,1,37.23,1,2,1,"1,2,1"
11976,"2021-01-13",1958,2,179.77,1,3,3,"1,3,3"
11130,"2021-01-14",1957,1,182.13,1,1,3,"1,1,3"
9748,"2021-01-14",1957,3,345.35,1,5,4,"1,5,4"
18093,"2021-01-15",1956,2,669.14,1,4,5,"1,4,5"
7115,"2021-01-15",1956,2,968.69,1,4,5,"1,4,5"
5144,"2021-01-15",1956,1,378.55,1,1,4,"1,1,4"
7427,"2021-01-16",1955,2,89.10,1,3,2,"1,3,2"
8302,"2021-01-16",1955,2,89.29,1,3,2,"1,3,2"
8364,"2021-01-17",1954,1,32.30,1,2,1,"1,2,1"
15565,"2021-01-17",1954,1,16.82,1,2,1,"1,2,1"
10902,"2021-01-17",1954,1,59.78,1,1,1,"1,1,1"
7323,"2021-01-18",1953,1,27.22,1,2,1,"1,2,1"
9188,"2021-01-18",1953,1,169.74,1,1,3,"1,1,3"
13956,"2021-01-18",1953,1,263.27,1,1,4,"1,1,4"
8326,"2021-01-18",1953,1,14.71,1,1,1,"1,1,1"
5295,"2021-01-18",1953,1,85.42,1,2,2,"1,2,2"
11379,"2021-01-19",1952,1,33.76,1,2,1,"1,2,1"
19564,"2021-01-19",1952,2,688.11,1,4,5,"1,4,5"
14914,"2021-01-19",1952,1,138.88,1,2,2,"1,2,2"
726,"2021-01-19",1952,1,75.93,1,2,2,"1,2,2"
19517,"2021-01-20",1951,2,241.33,1,3,3,"1,3,3"
3864,"2021-01-20",1951,1,158.58,1,1,3,"1,1,3"
11567,"2021-01-20",1951,1,108.09,1,2,2,"1,2,2"
16017,"2021-01-20",1951,1,279.47,1,1,4,"1,1,4"
14342,"2021-01-20",1951,1,25.98,1,2,1,"1,2,1"
4611,"2021-01-20",1951,2,289.94,1,4,4,"1,4,4"
6960,"2021-01-21",1950,1,6.61,1,2,1,"1,2,1"
2873,"2021-01-21",1950,1,167.99,1,1,3,"1,1,3"
11105,"2021-01-21",1950,1,77.58,1,2,2,"1,2,2"
16806,"2021-01-21",1950,1,480.35,1,2,5,"1,2,5"
4234,"2021-01-22",1949,2,140.48,1,3,2,"1,3,2"
9613,"2021-01-22",1949,1,83.30,1,2,2,"1,2,2"
11986,"2021-01-22",1949,2,209.91,1,3,3,"1,3,3"
16322,"2021-01-22",1949,1,44.91,1,1,1,"1,1,1"
17031,"2021-01-23",1948,2,176.51,1,3,3,"1,3,3"
6167,"2021-01-23",1948,2,324.14,1,4,4,"1,4,4"
10212,"2021-01-23",1948,1,78.93,1,2,2,"1,2,2"
16530,"2021-01-23",1948,1,64.57,1,1,1,"1,1,1"
5646,"2021-01-24",1947,1,47.55,1,1,1,"1,1,1"
201,"2021-01-24",1947,1,138.19,1,2,2,"1,2,2"
12606,"2021-01-24",1947,1,18.56,1,2,1,"1,2,1"
11156,"2021-01-25",1946,1,135.14,1,2,2,"1,2,2"
11447,"2021-01-25",1946,1,176.97,1,1,3,"1,1,3"
17314,"2021-01-25",1946,1,56.60,1,1,1,"1,1,1"
11375,"2021-01-25",1946,1,24.63,1,2,1,"1,2,1"
4010,"2021-01-25",1946,1,392.73,1,1,4,"1,1,4"
10369,"2021-01-25",1946,1,70.34,1,1,1,"1,1,1"
7200,"2021-01-26",1945,1,88.18,1,2,2,"1,2,2"
10453,"2021-01-26",1945,1,11.92,1,1,1,"1,1,1"
9631,"2021-01-26",1945,2,76.19,1,3,2,"1,3,2"
1505,"2021-01-26",1945,2,86.92,1,3,2,"1,3,2"
207,"2021-01-26",1945,2,335.36,1,4,4,"1,4,4"
9898,"2021-01-26",1945,1,82.07,1,2,2,"1,2,2"
5360,"2021-01-26",1945,1,207.40,1,1,3,"1,1,3"
7699,"2021-01-26",1945,1,76.32,1,2,2,"1,2,2"
12261,"2021-01-26",1945,2,150.80,1,3,2,"1,3,2"
3432,"2021-01-26",1945,1,6.21,1,2,1,"1,2,1"
13844,"2021-01-27",1944,1,133.66,1,2,2,"1,2,2"
11700,"2021-01-27",1944,2,304.10,1,4,4,"1,4,4"
16929,"2021-01-27",1944,1,138.12,1,2,2,"1,2,2"
12069,"2021-01-27",1944,1,79.54,1,2,2,"1,2,2"
5113,"2021-01-27",1944,1,83.73,1,2,2,"1,2,2"
13829,"2021-01-28",1943,1,166.10,1,1,3,"1,1,3"
15763,"2021-01-28",1943,1,44.88,1,1,1,"1,1,1"
14676,"2021-01-28",1943,1,48.40,1,1,1,"1,1,1"
2408,"2021-01-29",1942,2,158.14,1,3,3,"1,3,3"
15159,"2021-01-29",1942,1,99.09,1,2,2,"1,2,2"
3459,"2021-01-29",1942,1,425.74,1,2,4,"1,2,4"
8158,"2021-01-30",1941,1,248.34,1,1,3,"1,1,3"
5103,"2021-01-30",1941,2,281.19,1,3,4,"1,3,4"
9956,"2021-01-30",1941,2,63.95,1,3,1,"1,3,1"
8743,"2021-01-31",1940,1,46.66,1,1,1,"1,1,1"
7301,"2021-01-31",1940,1,9.20,1,1,1,"1,1,1"
15248,"2021-01-31",1940,2,347.02,1,4,4,"1,4,4"
3047,"2021-01-31",1940,1,274.44,1,1,4,"1,1,4"
17515,"2021-02-01",1939,2,275.35,1,3,4,"1,3,4"
7209,"2021-02-01",1939,1,8.68,1,1,1,"1,1,1"
15672,"2021-02-01",1939,1,9.69,1,1,1,"1,1,1"
7607,"2021-02-01",1939,1,235.22,1,1,3,"1,1,3"
19787,"2021-02-01",1939,1,104.25,1,2,2,"1,2,2"
8296,"2021-02-02",1938,1,33.14,1,2,1,"1,2,1"
2687,"2021-02-02",1938,1,99.40,1,2,2,"1,2,2"
1287,"2021-02-02",1938,1,21.77,1,2,1,"1,2,1"
10490,"2021-02-02",1938,2,66.21,1,3,1,"1,3,1"
579,"2021-02-02",1938,1,24.47,1,2,1,"1,2,1"
15038,"2021-02-02",1938,2,140.39,1,3,2,"1,3,2"
5612,"2021-02-02",1938,1,112.75,1,2,2,"1,2,2"
310,"2021-02-04",1936,2,171.87,1,3,3,"1,3,3"
10921,"2021-02-04",1936,1,21.77,1,2,1,"1,2,1"
12986,"2021-02-04",1936,1,18.98,1,2,1,"1,2,1"
9131,"2021-02-04",1936,1,186.94,1,1,3,"1,1,3"
10391,"2021-02-04",1936,1,30.13,1,2,1,"1,2,1"
13097,"2021-02-05",1935,2,751.71,1,4,5,"1,4,5"
1318,"2021-02-05",1935,1,167.56,1,1,3,"1,1,3"
16252,"2021-02-05",1935,1,209.44,1,1,3,"1,1,3"
17895,"2021-02-05",1935,2,199.83,1,3,3,"1,3,3"
12039,"2021-02-06",1934,1,117.79,1,2,2,"1,2,2"
14387,"2021-02-06",1934,1,91.50,1,2,2,"1,2,2"
2905,"2021-02-06",1934,1,34.33,1,2,1,"1,2,1"
18278,"2021-02-06",1934,1,156.79,1,1,3,"1,1,3"
19163,"2021-02-06",1934,1,200.00,1,1,3,"1,1,3"
1622,"2021-02-07",1933,1,44.80,1,1,1,"1,1,1"
3761,"2021-02-07",1933,1,423.98,1,2,4,"1,2,4"
8537,"2021-02-07",1933,1,102.34,1,2,2,"1,2,2"
12933,"2021-02-08",1932,2,425.43,1,4,4,"1,4,4"
14839,"2021-02-08",1932,2,260.68,1,3,4,"1,3,4"
4020,"2021-02-08",1932,1,359.00,1,1,4,"1,1,4"
5203,"2021-02-08",1932,1,38.79,1,2,1,"1,2,1"
6950,"2021-02-08",1932,2,190.95,1,3,3,"1,3,3"
2673,"2021-02-09",1931,1,32.90,1,2,1,"1,2,1"
15020,"2021-02-09",1931,1,115.51,1,2,2,"1,2,2"
1857,"2021-02-09",1931,1,19.15,1,2,1,"1,2,1"
8232,"2021-02-09",1931,1,10.34,1,1,1,"1,1,1"
18018,"2021-02-10",1930,1,248.72,1,1,3,"1,1,3"
19351,"2021-02-10",1930,1,15.98,1,2,1,"1,2,1"
672,"2021-02-10",1930,1,127.01,1,2,2,"1,2,2"
15521,"2021-02-10",1930,1,106.94,1,2,2,"1,2,2"
17381,"2021-02-10",1930,2,978.35,1,4,5,"1,4,5"
5315,"2021-02-11",1929,1,101.85,1,2,2,"1,2,2"
15288,"2021-02-11",1929,1,49.52,1,1,1,"1,1,1"
2245,"2021-02-11",1929,1,121.72,1,2,2,"1,2,2"
18011,"2021-02-11",1929,1,249.84,1,1,3,"1,1,3"
18814,"2021-02-11",1929,1,63.55,1,1,1,"1,1,1"
6227,"2021-02-11",1929,1,112.95,1,2,2,"1,2,2"
15778,"2021-02-11",1929,1,219.14,1,1,3,"1,1,3"
11266,"2021-02-11",1929,1,86.14,1,2,2,"1,2,2"
10703,"2021-02-11",1929,1,231.03,1,1,3,"1,1,3"
1272,"2021-02-12",1928,1,333.63,1,1,4,"1,1,4"
191,"2021-02-12",1928,1,30.64,1,2,1,"1,2,1"
5004,"2021-02-12",1928,1,103.38,1,2,2,"1,2,2"
14271,"2021-02-12",1928,1,816.43,1,2,5,"1,2,5"
18152,"2021-02-12",1928,1,46.70,1,1,1,"1,1,1"
10992,"2021-02-12",1928,1,327.73,1,1,4,"1,1,4"
4993,"2021-02-12",1928,3,329.50,1,5,4,"1,5,4"
243,"2021-02-12",1928,1,233.70,1,1,3,"1,1,3"
2598,"2021-02-12",1928,1,117.99,1,2,2,"1,2,2"
18095,"2021-02-13",1927,1,3.82,1,2,1,"1,2,1"
14724,"2021-02-13",1927,1,167.70,1,1,3,"1,1,3"
5691,"2021-02-13",1927,1,37.15,1,2,1,"1,2,1"
19810,"2021-02-13",1927,2,114.65,1,3,2,"1,3,2"
19212,"2021-02-13",1927,2,508.66,1,4,5,"1,4,5"
12367,"2021-02-13",1927,1,82.00,1,2,2,"1,2,2"
14113,"2021-02-13",1927,1,24.28,1,2,1,"1,2,1"
18722,"2021-02-13",1927,1,58.07,1,1,1,"1,1,1"
16112,"2021-02-13",1927,1,111.30,1,2,2,"1,2,2"
2566,"2021-02-14",1926,1,447.35,1,2,5,"1,2,5"
3770,"2021-02-14",1926,1,8.82,1,1,1,"1,1,1"
3887,"2021-02-14",1926,1,139.25,1,2,2,"1,2,2"
9236,"2021-02-15",1925,2,228.60,1,3,3,"1,3,3"
11462,"2021-02-15",1925,1,61.38,1,1,1,"1,1,1"
5455,"2021-02-15",1925,1,279.24,1,1,4,"1,1,4"
1269,"2021-02-15",1925,2,84.37,1,3,2,"1,3,2"
5823,"2021-02-16",1924,1,25.73,1,2,1,"1,2,1"
18713,"2021-02-16",1924,1,60.64,1,1,1,"1,1,1"
3794,"2021-02-16",1924,1,24.47,1,2,1,"1,2,1"
13376,"2021-02-16",1924,1,115.11,1,2,2,"1,2,2"
14655,"2021-02-17",1923,1,147.22,1,1,2,"1,1,2"
2669,"2021-02-17",1923,1,165.78,1,1,3,"1,1,3"
7479,"2021-02-17",1923,1,169.82,1,1,3,"1,1,3"
18208,"2021-02-18",1922,1,37.23,1,2,1,"1,2,1"
15431,"2021-02-18",1922,1,242.45,1,1,3,"1,1,3"
14597,"2021-02-18",1922,1,253.72,1,1,3,"1,1,3"
2388,"2021-02-18",1922,1,43.68,1,1,1,"1,1,1"
11590,"2021-02-18",1922,1,59.86,1,1,1,"1,1,1"
12104,"2021-02-19",1921,2,359.04,1,4,4,"1,4,4"
7021,"2021-02-19",1921,2,263.44,1,3,4,"1,3,4"
13551,"2021-02-19",1921,2,132.14,1,3,2,"1,3,2"
14161,"2021-02-19",1921,2,175.81,1,3,3,"1,3,3"
8567,"2021-02-19",1921,2,323.89,1,4,4,"1,4,4"
4236,"2021-02-19",1921,2,320.10,1,4,4,"1,4,4"
7423,"2021-02-20",1920,1,17.37,1,2,1,"1,2,1"
9383,"2021-02-20",1920,1,128.56,1,2,2,"1,2,2"
6481,"2021-02-21",1919,1,71.07,1,1,1,"1,1,1"
4644,"2021-02-21",1919,2,244.45,1,3,3,"1,3,3"
7270,"2021-02-22",1918,1,37.79,1,2,1,"1,2,1"
16861,"2021-02-22",1918,1,69.69,1,1,1,"1,1,1"
6783,"2021-02-22",1918,2,292.75,1,4,4,"1,4,4"
17458,"2021-02-22",1918,2,279.69,1,3,4,"1,3,4"
12445,"2021-02-23",1917,1,232.46,1,1,3,"1,1,3"
17457,"2021-02-24",1916,1,33.47,1,2,1,"1,2,1"
18963,"2021-02-24",1916,1,6.03,1,2,1,"1,2,1"
11343,"2021-02-24",1916,1,62.90,1,1,1,"1,1,1"
1749,"2021-02-24",1916,1,259.72,1,1,4,"1,1,4"
9219,"2021-02-24",1916,2,416.55,1,4,4,"1,4,4"
5223,"2021-02-24",1916,2,51.44,1,2,1,"1,2,1"
16876,"2021-02-25",1915,1,133.12,1,2,2,"1,2,2"
19376,"2021-02-25",1915,1,107.40,1,2,2,"1,2,2"
14290,"2021-02-25",1915,1,56.23,1,1,1,"1,1,1"
13288,"2021-02-25",1915,2,517.93,1,4,5,"1,4,5"
3539,"2021-02-25",1915,1,213.06,1,1,3,"1,1,3"
18559,"2021-02-26",1914,1,101.89,1,2,2,"1,2,2"
5608,"2021-02-26",1914,2,282.87,1,3,4,"1,3,4"
