"customer_id","first_order_date","last_order_date","customer_lifespan_days","total_orders","avg_order_value","lifetime_revenue","revenue_per_order"
5679,"2020-10-04","2025-10-28",1850,2,206.64,413.28,206.64
5680,"2021-06-22","2025-03-08",1355,2,25.13,50.26,25.13
5681,"2024-02-13","2024-02-13",0,1,141.71,141.71,141.71
5682,"2024-05-11","2024-05-11",0,1,103.65,103.65,103.65
5683,"2025-05-09","2025-05-09",0,1,798.61,798.61,798.61
5684,"2022-06-30","2024-09-04",797,3,61.94,185.81,61.94
5685,"2020-05-13","2023-06-05",1118,2,191.18,382.35,191.18
5686,"2022-03-24","2025-09-24",1280,3,196.21,588.62,196.21
5688,"2021-05-10","2021-12-03",207,2,42.11,84.22,42.11
5689,"2025-02-22","2025-02-22",0,1,124.55,124.55,124.55
5690,"2021-09-28","2025-09-21",1454,4,155.31,621.25,155.31
5691,"2021-02-13","2021-02-13",0,1,37.15,37.15,37.15
5692,"2023-09-10","2025-03-17",554,4,91.25,364.99,91.25
5693,"2023-08-13","2023-11-21",100,2,231.21,462.42,231.21
5694,"2021-12-30","2025-04-27",1214,2,159.60,319.20,159.60
5695,"2022-08-15","2022-08-15",0,1,32.82,32.82,32.82
5696,"2023-01-22","2023-01-22",0,1,296.48,296.48,296.48
5697,"2020-01-09","2025-10-10",2101,2,149.55,299.10,149.55
5698,"2023-04-15","2023-04-15",0,1,113.07,113.07,113.07
5699,"2020-09-29","2021-03-25",177,2,346.77,693.53,346.77
5702,"2020-05-23","2024-08-28",1558,3,128.81,386.42,128.81
5703,"2020-07-01","2024-01-26",1304,4,145.51,582.04,145.51
5704,"2021-04-04","2021-09-07",156,2,217.28,434.56,217.28
5705,"2024-10-26","2024-10-26",0,1,64.91,64.91,64.91
5706,"2020-11-03","2022-09-18",684,3,55.44,166.33,55.44
5707,"2024-07-27","2024-07-27",0,1,46.92,46.92,46.92
5708,"2024-12-08","2024-12-08",0,1,24.77,24.77,24.77
5710,"2020-12-03","2025-08-12",1713,5,63.24,316.19,63.24
5711,"2024-11-15","2024-11-15",0,1,45.17,45.17,45.17
5712,"2021-01-06","2025-10-30",1758,3,108.21,324.63,108.21
5713,"2023-07-16","2023-07-16",0,1,117.16,117.16,117.16
5715,"2023-04-20","2024-04-30",376,4,125.80,503.19,125.80
5716,"2021-09-04","2025-10-05",1492,3,293.63,880.88,293.63
5717,"2023-12-11","2023-12-11",0,1,89.68,89.68,89.68
5718,"2025-10-13","2025-10-13",0,1,32.47,32.47,32.47
5719,"2025-05-28","2025-08-29",93,2,132.78,265.55,132.78
5720,"2020-06-27","2025-02-24",1703,2,193.34,386.68,193.34
5722,"2025-10-10","2025-10-10",0,1,86.31,86.31,86.31
5723,"2023-11-10","2025-03-12",488,2,98.54,197.08,98.54
5724,"2020-06-03","2023-06-08",1100,3,90.36,271.09,90.36
5725,"2020-03-07","2024-01-03",1397,3,72.02,216.07,72.02
5726,"2020-11-22","2020-11-22",0,1,484.55,484.55,484.55
5727,"2020-10-22","2025-10-07",1811,3,45.99,137.97,45.99
5729,"2025-07-13","2025-07-13",0,1,90.69,90.69,90.69
5731,"2022-09-05","2025-02-04",883,3,211.67,635.02,211.67
5732,"2022-03-31","2025-10-17",1296,3,149.15,447.46,149.15
5733,"2022-04-24","2024-11-25",946,3,101.78,305.33,101.78
5734,"2020-01-08","2020-01-08",0,1,75.09,75.09,75.09
5735,"2022-07-13","2024-12-09",880,2,197.46,394.92,197.46
5736,"2022-06-12","2024-04-04",662,3,37.51,112.54,37.51
5737,"2022-08-21","2022-08-21",0,1,459.20,459.20,459.20
5738,"2023-03-10","2023-03-10",0,1,39.93,39.93,39.93
5739,"2024-04-03","2025-05-12",404,2,151.88,303.75,151.88
5741,"2023-04-20","2025-09-16",880,3,148.76,446.28,148.76
5742,"2024-10-15","2024-10-15",0,1,17.19,17.19,17.19
5743,"2021-04-02","2023-04-28",756,2,214.46,428.91,214.46
5744,"2021-07-10","2021-07-10",0,1,404.00,404.00,404.00
5745,"2023-01-04","2025-02-10",768,3,109.59,328.77,109.59
5746,"2020-02-20","2025-08-27",2015,4,86.34,345.34,86.34
5747,"2022-01-27","2022-01-27",0,1,206.38,206.38,206.38
5748,"2021-08-08","2021-08-08",0,1,143.55,143.55,143.55
5749,"2021-05-09","2021-06-04",26,2,47.02,94.03,47.02
5751,"2022-03-23","2024-06-15",815,2,61.15,122.30,61.15
5752,"2020-09-29","2025-08-29",1795,6,393.61,2361.67,393.61
5753,"2020-08-30","2024-07-08",1408,2,136.03,272.05,136.03
5754,"2020-02-01","2022-10-24",996,3,126.87,380.60,126.87
5755,"2020-10-14","2023-12-29",1171,4,48.87,195.48,48.87
5756,"2024-04-03","2024-04-03",0,1,376.12,376.12,376.12
5757,"2022-01-14","2024-12-09",1060,4,43.70,174.80,43.70
5759,"2020-08-12","2021-11-30",475,3,197.27,591.82,197.27
5760,"2023-05-04","2023-05-04",0,1,216.18,216.18,216.18
5761,"2021-10-20","2024-01-07",809,3,101.11,303.33,101.11
5762,"2020-06-09","2024-06-21",1473,5,66.30,331.51,66.30
5763,"2023-09-22","2024-12-03",438,3,45.72,137.17,45.72
5764,"2020-10-26","2020-10-26",0,1,196.57,196.57,196.57
5765,"2024-10-03","2024-10-03",0,1,37.23,37.23,37.23
5767,"2021-01-16","2023-11-26",1044,2,141.72,283.43,141.72
5768,"2020-03-08","2025-01-11",1770,5,187.81,939.06,187.81
5769,"2020-02-29","2025-08-27",2006,2,336.60,673.20,336.60
5770,"2025-03-18","2025-03-18",0,1,85.03,85.03,85.03
5771,"2022-09-06","2022-11-13",68,2,32.86,65.71,32.86
5772,"2021-05-04","2024-03-17",1048,4,195.97,783.88,195.97
5773,"2020-03-11","2020-03-11",0,1,18.52,18.52,18.52
5774,"2023-03-05","2023-03-05",0,1,130.65,130.65,130.65
5775,"2024-04-01","2025-09-04",521,3,100.61,301.84,100.61
5776,"2023-11-29","2023-11-29",0,1,127.72,127.72,127.72
5777,"2021-05-26","2025-02-14",1360,3,56.21,168.63,56.21
5778,"2020-11-22","2024-04-25",1250,4,169.93,679.73,169.93
5779,"2020-10-23","2024-04-27",1282,3,198.93,596.80,198.93
5780,"2020-02-14","2021-03-14",394,2,23.55,47.09,23.55
5782,"2022-08-13","2022-08-13",0,1,517.00,517.00,517.00
5783,"2023-04-21","2025-09-06",869,3,59.76,179.29,59.76
5784,"2020-04-25","2021-09-27",520,2,94.45,188.90,94.45
5785,"2023-12-28","2025-10-21",663,2,76.91,153.81,76.91
5786,"2020-06-08","2023-04-03",1029,3,159.71,479.12,159.71
5787,"2024-12-06","2025-03-19",103,2,104.44,208.88,104.44
5788,"2020-07-01","2025-07-20",1845,2,52.43,104.86,52.43
5789,"2021-10-03","2024-04-17",927,2,148.49,296.97,148.49
5790,"2021-08-09","2021-08-09",0,1,252.22,252.22,252.22
5791,"2022-04-28","2022-04-28",0,1,365.98,365.98,365.98
5792,"2020-06-22","2020-06-22",0,1,383.53,383.53,383.53
5793,"2020-08-26","2023-08-26",1095,3,53.19,159.57,53.19
5794,"2025-06-03","2025-06-03",0,1,442.90,442.90,442.90
5795,"2025-04-30","2025-04-30",0,1,128.62,128.62,128.62
5796,"2020-11-25","2020-11-25",0,1,64.01,64.01,64.01
5798,"2025-02-20","2025-09-24",216,2,158.32,316.63,158.32
5799,"2022-01-23","2022-11-09",290,2,82.86,165.72,82.86
5800,"2022-05-11","2022-05-11",0,1,160.76,160.76,160.76
5801,"2021-12-24","2024-05-13",871,3,109.81,329.42,109.81
5802,"2020-01-16","2025-08-04",2027,3,61.85,185.55,61.85
5804,"2024-08-17","2024-08-17",0,1,85.68,85.68,85.68
5805,"2020-12-05","2021-06-13",190,2,86.89,173.78,86.89
5806,"2021-03-13","2024-11-02",1330,3,119.87,359.60,119.87
5807,"2020-07-17","2024-07-18",1462,3,207.60,622.81,207.60
5808,"2024-11-19","2024-11-19",0,1,9.25,9.25,9.25
5809,"2022-04-15","2025-07-18",1190,3,88.90,266.70,88.90
5810,"2020-11-14","2020-11-14",0,1,45.61,45.61,45.61
5811,"2024-07-31","2024-07-31",0,1,186.87,186.87,186.87
5812,"2023-06-20","2025-08-04",776,3,77.01,231.02,77.01
5813,"2020-09-30","2021-06-15",258,3,300.56,901.68,300.56
5814,"2024-11-22","2025-10-25",337,2,192.62,385.23,192.62
5815,"2020-02-10","2021-08-01",538,3,137.07,411.21,137.07
5816,"2024-11-18","2025-03-09",111,2,26.25,52.50,26.25
5817,"2021-06-05","2023-05-19",713,2,38.90,77.80,38.90
5819,"2020-04-05","2022-01-11",646,2,100.13,200.25,100.13
5820,"2021-07-18","2023-09-16",790,2,167.75,335.50,167.75
5821,"2024-03-05","2024-03-05",0,1,316.26,316.26,316.26
5822,"2022-03-19","2023-03-15",361,2,111.65,223.29,111.65
5823,"2021-02-16","2021-02-16",0,1,25.73,25.73,25.73
5824,"2021-12-31","2021-12-31",0,1,112.06,112.06,112.06
5825,"2022-08-24","2022-08-24",0,1,11.13,11.13,11.13
5826,"2020-08-02","2020-11-28",118,2,191.65,383.30,191.65
5827,"2022-12-16","2022-12-16",0,1,13.33,13.33,13.33
5828,"2020-01-01","2020-01-01",0,1,87.26,87.26,87.26
5829,"2025-07-16","2025-07-16",0,1,26.38,26.38,26.38
5830,"2021-02-08","2025-03-16",1497,2,150.66,301.31,150.66
5831,"2022-11-19","2023-06-06",199,2,53.13,106.25,53.13
5832,"2023-09-12","2023-09-12",0,1,258.29,258.29,258.29
5833,"2023-09-16","2025-05-24",616,2,70.62,141.23,70.62
5834,"2024-12-26","2024-12-26",0,1,48.51,48.51,48.51
5836,"2022-01-31","2025-09-20",1328,4,84.57,338.28,84.57
5837,"2020-04-18","2025-10-06",1997,2,319.38,638.76,319.38
5838,"2020-02-14","2022-11-28",1018,2,263.34,526.68,263.34
5839,"2024-01-08","2024-07-26",200,3,71.88,215.64,71.88
5840,"2020-04-07","2024-05-30",1514,3,59.55,178.64,59.55
5841,"2020-02-22","2022-01-19",697,2,67.16,134.31,67.16
5844,"2022-02-12","2022-02-12",0,1,90.16,90.16,90.16
5846,"2020-08-01","2020-08-01",0,1,166.39,166.39,166.39
5847,"2022-01-10","2025-09-11",1340,2,37.88,75.76,37.88
5848,"2020-05-28","2025-03-03",1740,3,92.46,277.38,92.46
5849,"2020-02-24","2025-05-02",1894,2,132.89,265.77,132.89
5850,"2021-08-28","2021-11-29",93,2,61.92,123.84,61.92
5851,"2023-03-13","2025-05-14",793,3,60.11,180.32,60.11
5853,"2024-03-06","2024-03-06",0,1,201.95,201.95,201.95
5854,"2020-03-10","2023-08-12",1250,2,106.79,213.57,106.79
5855,"2020-03-21","2024-05-27",1528,3,49.17,147.51,49.17
5856,"2023-03-29","2023-03-29",0,1,58.88,58.88,58.88
5857,"2023-04-02","2025-02-19",689,3,43.08,129.23,43.08
5858,"2021-06-10","2025-09-05",1548,4,186.38,745.50,186.38
5859,"2022-09-07","2022-09-07",0,1,22.22,22.22,22.22
5861,"2022-05-24","2022-05-24",0,1,13.72,13.72,13.72
5864,"2021-02-26","2024-01-10",1048,3,182.20,546.59,182.20
5865,"2020-04-09","2023-07-01",1178,6,168.54,1011.23,168.54
5866,"2020-09-03","2020-09-03",0,1,176.19,176.19,176.19
5867,"2022-02-08","2024-02-05",727,2,79.26,158.51,79.26
5868,"2020-01-25","2022-12-22",1062,3,133.18,399.54,133.18
5869,"2023-01-24","2023-01-24",0,1,46.81,46.81,46.81
5871,"2022-12-26","2022-12-26",0,1,12.37,12.37,12.37
5873,"2023-03-03","2023-06-26",115,2,118.13,236.25,118.13
5876,"2025-03-19","2025-03-19",0,1,67.67,67.67,67.67
5878,"2020-11-30","2022-04-09",495,2,51.91,103.82,51.91
5879,"2023-12-22","2023-12-22",0,1,135.13,135.13,135.13
5880,"2020-06-05","2023-09-29",1211,2,65.56,131.12,65.56
5881,"2020-08-02","2023-10-27",1181,2,31.58,63.15,31.58
5882,"2021-06-12","2021-06-12",0,1,149.70,149.70,149.70
5885,"2021-11-21","2021-11-21",0,1,96.90,96.90,96.90
5886,"2024-08-07","2024-11-25",110,2,81.16,162.31,81.16
5887,"2020-02-04","2020-06-29",146,2,335.26,670.51,335.26
5888,"2024-08-24","2024-08-24",0,1,160.98,160.98,160.98
5890,"2021-08-21","2025-09-01",1472,2,25.17,50.34,25.17
5891,"2023-04-28","2023-04-28",0,1,136.70,136.70,136.70
5893,"2022-05-05","2023-07-13",434,3,47.19,141.56,47.19
5894,"2022-01-15","2023-11-02",656,2,167.90,335.79,167.90
5895,"2020-05-17","2023-10-09",1240,4,78.25,313.01,78.25
5896,"2020-11-06","2025-08-17",1745,2,362.97,725.93,362.97
5897,"2020-06-19","2025-09-03",1902,3,125.51,376.52,125.51
5898,"2021-10-14","2023-08-28",683,3,73.78,221.35,73.78
5899,"2023-06-02","2025-09-23",844,3,54.03,162.10,54.03
5901,"2023-06-24","2024-11-13",508,2,413.94,827.87,413.94
5902,"2020-11-23","2025-03-03",1561,4,122.43,489.70,122.43
5903,"2024-09-26","2024-09-26",0,1,242.24,242.24,242.24
5905,"2024-03-04","2024-11-13",254,2,144.24,288.48,144.24
5906,"2021-06-17","2023-07-16",759,2,101.76,203.52,101.76
5908,"2020-11-09","2025-08-06",1731,2,95.54,191.08,95.54
5909,"2021-01-14","2025-06-06",1604,3,40.47,121.40,40.47
5911,"2020-05-06","2020-05-06",0,1,149.40,149.40,149.40
5912,"2020-04-06","2025-01-11",1741,4,118.72,474.86,118.72
5913,"2020-08-04","2020-08-04",0,1,79.45,79.45,79.45
5914,"2024-08-14","2024-08-14",0,1,5.25,5.25,5.25
5915,"2023-11-10","2023-11-10",0,1,22.24,22.24,22.24
5916,"2024-07-03","2025-10-10",464,2,95.29,190.57,95.29
5917,"2024-05-15","2025-07-15",426,2,95.31,190.62,95.31
5918,"2024-11-26","2024-11-26",0,1,208.40,208.40,208.40
5919,"2023-07-31","2023-07-31",0,1,119.90,119.90,119.90
5920,"2024-01-17","2024-01-17",0,1,165.09,165.09,165.09
5921,"2020-06-21","2025-10-12",1939,2,54.49,108.98,54.49
5922,"2020-01-19","2020-05-27",129,2,468.97,937.94,468.97
5925,"2023-02-01","2025-10-16",988,3,227.10,681.29,227.10
5926,"2023-05-07","2023-07-18",72,2,138.12,276.24,138.12
5927,"2020-04-27","2024-12-02",1680,2,381.16,762.31,381.16
5928,"2022-01-15","2024-10-02",991,2,148.05,296.10,148.05
5929,"2024-08-02","2024-08-02",0,1,35.70,35.70,35.70
5933,"2024-02-29","2025-07-25",512,2,43.44,86.87,43.44
5934,"2020-11-27","2025-02-02",1528,3,57.86,173.58,57.86
5935,"2020-02-23","2020-02-23",0,1,64.90,64.90,64.90
5936,"2024-03-03","2024-03-03",0,1,32.33,32.33,32.33
5937,"2021-05-29","2022-02-09",256,2,123.18,246.36,123.18
5941,"2024-05-30","2024-06-15",16,2,73.85,147.69,73.85
5944,"2024-05-15","2024-05-15",0,1,6.52,6.52,6.52
5945,"2021-01-01","2023-04-02",821,3,167.46,502.37,167.46
5946,"2020-10-02","2023-06-01",972,3,296.91,890.72,296.91
5948,"2020-04-15","2023-08-24",1226,2,76.11,152.21,76.11
5950,"2021-04-12","2023-03-06",693,5,53.74,268.72,53.74
5952,"2021-04-08","2022-03-04",330,2,89.49,178.97,89.49
5954,"2022-02-25","2022-02-25",0,1,37.79,37.79,37.79
5955,"2022-02-12","2023-01-03",325,3,74.12,222.37,74.12
5956,"2020-10-21","2023-03-31",891,3,50.47,151.42,50.47
5958,"2020-12-17","2025-05-29",1624,4,66.77,267.09,66.77
5959,"2021-11-13","2025-02-13",1188,3,136.19,408.56,136.19
5960,"2023-04-07","2024-12-23",626,3,171.58,514.74,171.58
5962,"2023-04-15","2024-09-22",526,2,22.91,45.82,22.91
5963,"2021-06-24","2025-09-02",1531,6,134.24,805.46,134.24
5964,"2020-02-12","2023-07-30",1264,2,33.34,66.68,33.34
5966,"2024-10-06","2024-10-06",0,1,312.20,312.20,312.20
5967,"2023-11-17","2025-07-31",622,2,168.12,336.23,168.12
5968,"2021-02-11","2025-01-04",1423,3,168.57,505.70,168.57
5969,"2020-05-13","2024-05-23",1471,5,64.87,324.35,64.87
5970,"2021-07-13","2021-11-19",129,2,28.79,57.58,28.79
5971,"2020-03-01","2024-06-13",1565,3,256.25,768.75,256.25
5972,"2025-02-25","2025-02-25",0,1,135.34,135.34,135.34
5973,"2022-05-08","2023-09-23",503,3,97.37,292.12,97.37
5974,"2023-01-23","2023-01-23",0,1,121.67,121.67,121.67
5975,"2020-08-11","2022-08-08",727,2,38.64,77.28,38.64
5977,"2021-03-24","2022-11-18",604,3,141.89,425.68,141.89
5978,"2020-09-02","2025-06-06",1738,4,60.68,242.71,60.68
5979,"2023-06-24","2023-06-24",0,1,172.31,172.31,172.31
5981,"2020-05-15","2023-06-15",1126,3,214.25,642.75,214.25
5982,"2022-05-17","2022-05-17",0,1,78.67,78.67,78.67
5985,"2021-06-22","2021-06-22",0,1,74.77,74.77,74.77
5986,"2020-06-11","2020-06-11",0,1,59.22,59.22,59.22
5987,"2020-04-11","2021-04-01",355,2,338.36,676.71,338.36
5988,"2021-11-21","2021-11-21",0,1,382.34,382.34,382.34
5989,"2023-12-26","2023-12-26",0,1,152.28,152.28,152.28
5990,"2020-05-03","2025-07-30",1914,2,119.91,239.82,119.91
5991,"2022-06-16","2025-09-30",1202,2,130.41,260.81,130.41
5992,"2020-10-09","2022-11-17",769,2,103.32,206.64,103.32
5993,"2020-12-22","2023-03-09",807,2,119.44,238.87,119.44
5994,"2023-03-12","2025-02-01",692,2,114.02,228.04,114.02
5995,"2021-09-14","2023-05-05",598,3,117.47,352.41,117.47
5996,"2023-03-08","2025-02-22",717,2,47.17,94.33,47.17
5997,"2021-09-18","2025-08-27",1439,3,46.50,139.49,46.50
5998,"2020-06-06","2023-07-01",1120,4,197.79,791.16,197.79
5999,"2024-10-08","2024-10-08",0,1,32.07,32.07,32.07
6000,"2023-11-22","2025-04-18",513,2,58.68,117.36,58.68
6001,"2020-02-03","2022-06-05",853,3,166.40,499.21,166.40
6002,"2022-09-14","2025-08-16",1067,4,123.07,492.28,123.07
6003,"2021-01-14","2022-03-17",427,2,443.72,887.44,443.72
6004,"2020-10-12","2020-10-12",0,1,194.96,194.96,194.96
6005,"2020-05-08","2022-08-06",820,2,484.59,969.17,484.59
6006,"2021-05-16","2021-05-16",0,1,39.99,39.99,39.99
6007,"2023-10-08","2023-10-08",0,1,111.90,111.90,111.90
6008,"2023-05-03","2024-04-08",341,2,62.02,124.04,62.02
6009,"2022-08-03","2022-08-03",0,1,115.34,115.34,115.34
6010,"2021-07-27","2023-04-15",627,2,57.31,114.62,57.31
6012,"2021-04-20","2024-01-30",1015,3,37.09,111.27,37.09
6013,"2022-08-19","2025-03-09",933,2,514.02,1028.03,514.02
6014,"2021-02-26","2025-04-01",1495,2,74.12,148.24,74.12
6015,"2025-08-17","2025-08-17",0,1,74.15,74.15,74.15
6016,"2022-12-03","2024-01-03",396,2,42.47,84.94,42.47
6017,"2020-08-03","2025-07-01",1793,5,159.52,797.61,159.52
6018,"2021-06-07","2021-06-07",0,1,143.95,143.95,143.95
6019,"2023-10-13","2025-08-29",686,2,206.01,412.01,206.01
6020,"2024-04-04","2024-04-04",0,1,122.53,122.53,122.53
6021,"2020-02-03","2025-09-11",2047,5,51.41,257.06,51.41
6022,"2021-10-13","2024-10-30",1113,2,100.29,200.57,100.29
6023,"2023-07-15","2025-07-21",737,2,121.11,242.21,121.11
6024,"2025-10-15","2025-10-15",0,1,607.66,607.66,607.66
6025,"2022-03-24","2023-11-22",608,4,196.82,787.26,196.82
6026,"2024-12-17","2024-12-17",0,1,147.52,147.52,147.52
6028,"2022-12-24","2022-12-24",0,1,42.32,42.32,42.32
6029,"2023-05-04","2024-10-11",526,2,33.42,66.84,33.42
6030,"2023-01-16","2024-12-27",711,2,68.24,136.47,68.24
6032,"2021-02-24","2025-09-19",1668,3,189.90,569.71,189.90
6033,"2021-07-28","2023-04-23",634,2,30.85,61.70,30.85
6034,"2022-10-26","2022-10-26",0,1,17.91,17.91,17.91
6035,"2022-06-11","2024-06-10",730,3,59.66,178.97,59.66
6036,"2023-02-01","2024-12-24",692,2,136.44,272.88,136.44
6037,"2022-06-19","2025-06-30",1107,2,72.71,145.42,72.71
6038,"2021-03-02","2023-03-26",754,3,149.41,448.22,149.41
6039,"2020-04-11","2020-04-11",0,1,185.12,185.12,185.12
6041,"2020-04-27","2025-04-04",1803,3,96.29,288.86,96.29
6043,"2021-01-12","2024-05-18",1222,3,225.96,677.88,225.96
6044,"2020-03-14","2024-02-25",1443,2,281.50,563.00,281.50
6045,"2023-02-17","2025-04-07",780,2,252.98,505.95,252.98
6048,"2021-03-16","2021-03-16",0,1,194.74,194.74,194.74
6049,"2020-01-05","2020-01-05",0,1,116.76,116.76,116.76
6051,"2021-11-22","2024-09-26",1039,4,273.21,1092.85,273.21
6052,"2022-04-09","2023-03-06",331,2,77.54,155.07,77.54
6053,"2020-07-26","2025-04-24",1733,3,146.83,440.50,146.83
6055,"2024-11-11","2024-11-11",0,1,27.66,27.66,27.66
6056,"2024-05-30","2024-05-30",0,1,165.67,165.67,165.67
6057,"2021-04-19","2021-04-19",0,1,40.58,40.58,40.58
6058,"2020-08-31","2020-08-31",0,1,86.95,86.95,86.95
6059,"2023-07-15","2023-07-15",0,1,87.86,87.86,87.86
6060,"2021-06-14","2023-11-29",898,2,23.23,46.45,23.23
6061,"2024-03-09","2025-03-30",386,2,46.75,93.49,46.75
6063,"2021-08-27","2024-07-29",1067,4,292.80,1171.18,292.80
6064,"2023-01-03","2025-09-02",973,2,88.27,176.53,88.27
6066,"2021-10-30","2021-10-30",0,1,178.43,178.43,178.43
6067,"2023-09-05","2023-09-28",23,2,126.91,253.81,126.91
6068,"2020-05-20","2022-10-02",865,4,335.14,1340.56,335.14
6069,"2020-03-23","2020-05-23",61,2,41.34,82.67,41.34
6070,"2021-04-16","2021-04-16",0,1,7.82,7.82,7.82
6071,"2020-07-17","2020-07-17",0,1,273.54,273.54,273.54
6073,"2023-07-19","2023-07-19",0,1,383.01,383.01,383.01
6074,"2022-03-03","2024-09-17",929,3,149.29,447.87,149.29
6075,"2021-08-13","2025-01-11",1247,3,221.10,663.31,221.10
6076,"2022-06-30","2024-01-03",552,2,48.87,97.73,48.87
6078,"2020-08-30","2024-03-06",1284,2,32.90,65.79,32.90
6079,"2020-04-25","2025-04-22",1823,3,65.74,197.23,65.74
6080,"2023-03-03","2023-06-30",119,2,93.59,187.17,93.59
6081,"2020-10-25","2024-02-01",1194,2,69.69,139.38,69.69
6082,"2023-03-19","2023-05-12",54,2,155.73,311.45,155.73
6083,"2023-02-26","2025-02-08",713,3,99.92,299.77,99.92
6084,"2020-05-15","2022-08-20",827,3,91.39,274.16,91.39
6086,"2024-04-20","2024-04-20",0,1,222.55,222.55,222.55
6087,"2020-10-09","2024-06-13",1343,3,111.31,333.93,111.31
6088,"2020-09-08","2020-09-08",0,1,87.47,87.47,87.47
6089,"2024-04-25","2024-04-25",0,1,34.11,34.11,34.11
6090,"2021-04-08","2025-02-26",1420,4,143.75,575.01,143.75
6093,"2021-07-28","2021-07-28",0,1,725.57,725.57,725.57
6094,"2020-10-15","2023-02-06",844,2,74.69,149.37,74.69
6095,"2020-10-30","2023-10-15",1080,4,40.44,161.76,40.44
6096,"2020-11-15","2020-11-15",0,1,12.14,12.14,12.14
6097,"2020-10-18","2024-05-18",1308,5,47.55,237.74,47.55
6100,"2021-07-22","2021-07-22",0,1,126.03,126.03,126.03
6101,"2021-09-02","2025-03-24",1299,3,171.43,514.30,171.43
6102,"2021-03-08","2023-10-26",962,2,71.22,142.43,71.22
6103,"2022-09-23","2023-01-08",107,2,97.99,195.97,97.99
6104,"2020-05-18","2024-12-18",1675,3,115.66,346.99,115.66
6105,"2020-08-30","2024-07-02",1402,2,293.51,587.02,293.51
6106,"2022-11-24","2025-05-07",895,2,85.83,171.65,85.83
6108,"2020-09-21","2025-01-26",1588,3,19.37,58.11,19.37
6110,"2021-01-09","2025-03-17",1528,3,150.85,452.56,150.85
6111,"2021-09-02","2023-11-30",819,2,66.80,133.59,66.80
6112,"2020-02-07","2024-07-13",1618,2,184.90,369.80,184.90
6113,"2024-12-27","2024-12-27",0,1,91.52,91.52,91.52
6114,"2022-04-03","2022-04-03",0,1,18.87,18.87,18.87
6115,"2020-12-26","2025-09-11",1720,2,16.94,33.87,16.94
6116,"2022-06-09","2025-10-22",1231,3,60.70,182.09,60.70
6117,"2020-12-30","2023-06-08",890,2,41.81,83.61,41.81
6118,"2023-03-15","2023-03-15",0,1,557.19,557.19,557.19
6119,"2022-06-09","2024-07-16",768,3,143.81,431.42,143.81
6120,"2022-12-06","2023-08-01",238,2,54.04,108.07,54.04
6122,"2022-04-05","2023-07-03",454,2,291.34,582.68,291.34
6123,"2020-09-11","2025-10-03",1848,3,33.18,99.54,33.18
6124,"2023-11-09","2023-11-09",0,1,181.44,181.44,181.44
6126,"2023-06-08","2024-08-23",442,2,149.63,299.26,149.63
6127,"2020-06-06","2021-11-26",538,2,164.03,328.05,164.03
6128,"2020-12-06","2025-03-27",1572,2,59.71,119.42,59.71
6129,"2022-10-03","2022-10-03",0,1,217.12,217.12,217.12
6130,"2021-01-06","2025-09-13",1711,2,258.18,516.35,258.18
6131,"2022-03-24","2022-10-28",218,2,135.60,271.19,135.60
6132,"2021-09-02","2021-09-02",0,1,227.76,227.76,227.76
6133,"2022-06-20","2023-11-28",526,2,430.57,861.13,430.57
6134,"2020-01-01","2024-04-30",1581,4,77.50,309.98,77.50
6137,"2020-08-02","2023-04-08",979,2,114.46,228.91,114.46
6138,"2021-04-22","2023-11-10",932,3,103.57,310.70,103.57
6139,"2020-12-01","2025-02-21",1543,2,47.42,94.83,47.42
6141,"2023-08-22","2023-08-22",0,1,74.93,74.93,74.93
6142,"2021-04-08","2021-04-08",0,1,37.11,37.11,37.11
6144,"2020-11-02","2025-10-19",1812,4,215.21,860.85,215.21
6145,"2021-03-25","2024-12-04",1350,2,171.54,343.07,171.54
6146,"2022-10-12","2022-10-12",0,1,10.91,10.91,10.91
6147,"2023-07-06","2023-07-06",0,1,131.20,131.20,131.20
6148,"2020-08-29","2023-10-18",1145,4,95.54,382.16,95.54
6150,"2025-10-26","2025-10-26",0,1,522.28,522.28,522.28
6151,"2023-03-30","2023-03-30",0,1,239.83,239.83,239.83
6152,"2022-06-05","2025-08-21",1173,2,471.65,943.30,471.65
6153,"2024-12-22","2024-12-22",0,1,79.63,79.63,79.63
6154,"2021-04-12","2024-07-26",1201,3,49.76,149.29,49.76
6156,"2025-07-08","2025-07-08",0,1,106.49,106.49,106.49
6157,"2024-04-13","2024-04-13",0,1,60.04,60.04,60.04
6159,"2024-02-19","2025-08-10",538,2,197.71,395.42,197.71
6160,"2021-05-08","2024-12-28",1330,3,95.16,285.48,95.16
6164,"2022-02-16","2022-12-23",310,3,52.29,156.86,52.29
6165,"2021-06-17","2023-07-10",753,2,79.00,158.00,79.00
6166,"2022-02-01","2025-09-10",1317,6,273.12,1638.69,273.12
6167,"2020-01-17","2021-01-23",372,2,162.07,324.14,162.07
6168,"2021-01-23","2022-04-18",450,2,130.52,261.04,130.52
6169,"2021-01-28","2022-03-25",421,4,112.18,448.71,112.18
6170,"2020-01-03","2025-08-15",2051,2,84.29,168.58,84.29
6171,"2021-08-28","2022-07-25",331,3,73.50,220.50,73.50
6172,"2024-03-14","2024-12-05",266,2,101.07,202.14,101.07
6174,"2023-06-27","2025-01-11",564,3,92.76,278.28,92.76
6175,"2023-03-08","2023-03-08",0,1,103.66,103.66,103.66
